long_description,label
open bug https bugs edge launchpad net ubuntu source pymsn bug started empathy connected networks got crash message date karmic,1
dirname syntax seem work solaris changing calling dirname makes work properly probably portable,0
created attachment log dxvk little information send winelog dxvk logs two pictures mass effect andromeda seems render bad wine dxvk,1
radeonhd know card lspci output vga compatible controller ati technologies inc radeon series audio device ati technologies inc audio adding next line src rhd solved problem quick dirty added exist much tested rhd device match rhd ati technologies inc radeon series hoppes helps,0
current database entry jpeg distinguish different sub formats jpeg standard would suggest replace specific entry given link https issues apache org jira browse tika set test files covers sub formats found author dataset originally prepared support patch unix file https github com bitsgalore kmagic know using tika definitions might introduce license issues case author tika definitions adapted earlier unix file magic,1
recent optimisation radeonsi ryzen cpus apparently change thread management distributing cpu cores performance warthunder game dived radically normally fps change appears plain fields moving vehicle intensive area shots fired player vehicles around fps drops really noticeable freezes stuttering never case change gpu radeon memory cpu amd threadripper cores threads may one optimisations applied threadripper ccx core layout properly recognized patch ryzen patch noticed speed game visibly negatively affected tasks running cpu always run game cpu heavy tasks running report also tasks may change thread scheduling patch invoked core thread load scenario game sensitive run mesa git noticed problem merged running mesa stable problem,1
calling glclear framebuffer bound multisample texture seem anything think something fast clear implementation clear scissored color changed something components fast color disabled works,0
theory mission control used support multiple connectivity backends pluggability practice think ever worked branch bug use gnetworkmonitor also pluggable seems like good time cut complexity src makefile src connectivity monitor src kludge transport src kludge transport src mcd account connection src mcd account manager src mcd account manager src mcd account priv src mcd account src mcd account src mcd channel src mcd channel src mcd connection plugin src mcd dispatcher src mcd manager src mcd master priv src mcd master src mcd master src mcd operation src mcd transport src mcd transport files changed insertions deletions admittedly figure includes refactoring way,0
please grant commit access systemd repositories requested kay sievers,1
mesa dcdce aee master llvm ubuntu run glean glsl test gdb fetch texel sampler store src gallium auxiliary tgsi tgsi sse fetch pipeline linear run middle dwarf expression error reg operations must used either alone conjuction piece src gallium auxiliary draw draw fetch shade pipeline varray flush linear frontend eec get elt elts count src gallium auxiliary draw draw varray varray run frontend eec get elt elts count src gallium auxiliary draw draw varray tmp linear draw arrays draw dwarf expression error reg operations must used either alone conjuction piece src gallium auxiliary draw draw draw arrays draw dwarf expression error reg operations must used either alone conjuction piece src gallium auxiliary draw draw llvmpipe draw range elements pipe dwarf expression error reg operations must used either alone conjuction piece src gallium drivers llvmpipe draw arrays llvmpipe draw elements pipe indexbuffer indexsize mode start count src gallium drivers llvmpipe draw arrays cae llvmpipe draw arrays pipe mode start count src gallium drivers llvmpipe draw arrays draw vbo ctx arrays prims prims index bounds valid min index max index src mesa state tracker draw vbo exec vtx flush exec dwarf expression error reg operations must used either alone conjuction piece src mesa vbo vbo exec draw vbo exec flushvertices internal ctx unmap src mesa vbo vbo exec api vbo exec flushvertices ctx dwarf expression error reg operations must used either alone conjuction piece src mesa vbo vbo exec api mesa readpixels width height dwarf expression error reg operations must used either alone conjuction piece src mesa main readpix glean glsltest testprogram glean tglsl cpp glean glsltest runone glean tglsl cpp glean basetest run environment glean tbase main argc argv xbfb glean main cpp gdb frame fetch texel sampler store src gallium auxiliary tgsi tgsi sse sampler get samples sampler gdb print sampler struct tgsi sampler gdb frame glean glsltest runone glean tglsl cpp testprogram programs gdb print programs name texture lookup explicit lod vertex shader vertshaderstring uniform sampler tex nvoid main frontcolor texture dlod tex multitexcoord position ftransform fragshaderstring expectedcolor expectedz flags,1
please create git repository xscope xorg app initial repository contents cloned git people freedesktop org alanc xscope,0
testing beta versions trouble dual screen setup vga output rotated used work fine intel two screens non rotated works fine xrandr output lvds rotate normal output vga preferred right lvds rotate normal rotation lvds works fine xrandr output lvds rotate left rotation vga accepted server leads black vga screen vga screen parts lvds screen xrandr output lvds rotate normal output vga rotate left problem displays rotated tried play transform option lead success option documented easy use know related addition xrandr reports effective size instead expected version driver video intel mdv server xorg mdv lib xrandr mdv xrandr mdv lib drm mdv kernel vanilla verbose output xrandr screen minimum current maximum vga connected left normal left inverted right axis axis identifier timestamp subpixel unknown clones crtc crtcs panning tracking border transform filter edid data ffffffffffff eab mhz hsync vsync current preferred width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock mhz hsync vsync width start end total skew clock khz height start end total clock lvds connected normal normal left inverted right axis axis identifier timestamp subpixel horizontal rgb clones crtc crtcs panning tracking border transform filter edid data ffffffffffff daf panel fitting full aspect supported center full aspect full backlight control kernel supported native legacy combination kernel backlight range mhz hsync vsync current preferred width start end total skew clock khz height start end total clock,1
hardware platform eeepc code git anongit freedesktop org git xorg proto dri proto master branch git anongit freedesktop org git mesa drm master git anongit freedesktop org git mesa mesa master git anongit freedesktop org git xorg xserver master dri enabled git anongit freedesktop org git xorg driver video intel dri branch reproduce steps stepscurrent result reproduce possibility boot system launch terminal run command echo mem sys power state suspend system push power button resume system expected result system could resume back successfully current result system either fail resume back resume back hang,1
file http gstreamer freedesktop org media small pmotion fli nautilus says application font tex tfm file says fli file frames width pixels height pixels depth ticks frame file right case something else help debug,1
release blocker update latest spec branch,0
see http opengrok libreoffice org search capitaltype project core also using enum would look better captype values,0
follow opendocument standard conditional number formats excel style format red generalgeneral represented following ods sniplet see http valhalla fciencias unam odfdomdoc doc files opendocument part xhtml section cannot load format specifically problem understand value wants value standard allow condition,0
compiling latest xserver git get following error ake entering directory storage temp xserver xfree loader gcc dhave config include xfree xfree include xfree common xfree support xfree support bus parser dixmods extmod vbe miext int ddc din loader dhave dix config wall wpointer arith wstrict prototypes wmissing prototypes wmissing declarations wnested externs fno strict aliasing bsd source dhas fchown dhas sticky dir bit usr include usr include freetype include include xext composite damageext xfixes miext shadow miext damage render randr dhave xorg config usr include dxf dlloader deps dlloader tpo dlloader dlloader dlloader function dlfindsymbol dlloader error rtld default undeclared first use function dlloader error undeclared identifier reported dlloader error function appears make dlloader error noticed days ago loader changes made seems related new error,0
new drawing select rectangle toolbar drag sheet position size change value height size change see indeed value changing width work,0
png code convenient however spends long time performing premultiplication input attached patch speeds fair bit think alpha premultiplication something useful enough belong libpixman even mmx implementation however patch small straightforward think worth putting,0
created attachment fix uninitialized warning tiffwriter patch,0
created attachment build dbus launch tools windows using cross compilation build dbus launch tools windows using cross compilation,0
created attachment dmesg system environment regression sure non working platforms ilk kernel drm intel fixes ade dbc bug detailed description causes system hang ilk fixes kernel happens runs output igt version linux drm intel fixes reproduce steps kms mmio flip run subtest setplane flip,1
chipset kernel version arch xorg server mesa intel dri video intel libdrm version linux distribution arch linux machine model asus display connector lvds reproducible always installed compiz netbook everything works well performance reasons inredirect fullscreen windows flashplugin version updated last version still allows hardware scaling anything higher makes flash videos unwatchable due many framedrops happens try watch video fullscreen xorg crashes xorg log says backtrace usr bin xorg backtrace usr bin vdso kernel sigreturn segmentation fault address nil fatal server error caught signal segmentation fault server aborting please consult org foundation support http wiki org help disabling compiz unchecking option unredirect fullscreen windows workarounds issue add happens kwin xrender mode try kwin opengl compositing also crash using another driver like nvidia proprietary one another system,0
see branch,1
need add latvian keyboard layout aphostrophee dead key another alternative latvian right alt xkb layout,1
glibc config needs define additional symbols largefile including system headers attached patch reshuffles includes pdfinfo accordingly,0
problem description using dual monitors splash screen vertically centered using height biggest screen steps reproduce use screens start application smallest screen operating system ubuntu version release,1
wrong separator thousands decimal must comma thousand separator dot decimal separator like mexican locale settings,1
using wizard batch convert files works nice excel word files powerpoint files finds nothing convert find ppt pptx files document converter accessible menu route file wizards document converter,1
created attachment fix missing include compiling mesa master ddb acc adc ddf gentoo got following notice notice package poor programming practices may compile almost certainly crash bit architectures function xgetxcbconnection implicitly converted pointer single crash bit maschine patch fixes missing include makes work,0
created attachment patch intel driver account scaling offsetting range component similar components overlay device also matrix factors set rec incorrect rec,0
server drm video ati git current video ati seems detecting secondary monitor inexistant setup trying mergedfb default leads lower resolution mode usual specified xorg conf issued config setting option mergedfb server segfaults,0
package acpid case providing service file removed systemctl disable fails symlink etc systemd broken,1
created attachment dmesg error system environment platform pieview kernel drm intel next queued fdd bug detailed description randomly causes system hang pinevuew nightly queued kernel happens runs also randomly drm reset error failed reset chip output hang igt version linux drm intel next queued dmesg hang console netcon enabled netconsole network logging started console netcon disabled netpoll netconsole local port netpoll netconsole local ipv address netpoll netconsole interface enp netpoll netconsole remote port netpoll netconsole remote ipv address netpoll netconsole remote ethernet address netpoll netconsole local console netcon enabled netconsole network logging started drm gem open drm intel crtc cursor set cursor drm intel crtc set config crtc nofb drm intel set config compute mode changes computed changes crtc mode changed changed drm intel modeset stage output state connector lvds crtc drm intel crtc cursor set cursor drm intel crtc set config crtc connectors drm intel set config compute mode changes computed changes crtc mode changed changed drm intel modeset stage output state connector lvds crtc drm gem open drm hangcheck elapsed error hangcheck timer elapsed render ring idle drm progress render ring drm gpu hang ecode reason ring hung action reset drm gpu hangs indicate bug anywhere entire gfx stack including userspace drm please file new bug report bugs freedesktop org dri drm intel drm drm developers reassign right component kernel issue drm gpu crash dump required analyze gpu hangs please always attach drm gpu crash dump saved sys class drm card error info rcu sched detected stalls cpus tasks detected jiffies info stall ended state dump start output error igt version linux drm intel next queued test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret test assertion failure function gem execbuf file drmtest last errno invalid argument failed assertion ret test assertion failure function gem execbuf file drmtest test assertion failure function gem execbuf file drmtest last errno input output error failed assertion ret last errno input output error failed assertion ret child failed exit status subtest forked interruptible faulting reloc thrash inactive fail gem reloc gpu drmtest children exit handler assertion ret failed aborted core dumped reproduce steps gem reloc gpu run subtest forked interruptible faulting reloc thrash inactive,1
bug discuss security implications bug misbehaviour reading message passing file descriptors duplicate missing fds kick connection bus fdpassing long malicious program allowed send messages target tested system bus test com redhat printerdriversinstaller process terminated malicious program sends messages target message contains file descriptors logs slightly larger bytes needs iterations read see max bytes read per iteration message contains file descriptors logs small message strace logs dbus daemon receive part message recvmsg msg name null msg iov hhs msg controllen cmsg len cmsg level sol socket cmsg type scm rights msg flags msg cmsg cloexec msg cmsg cloexec fcntl getfd flags cloexec fcntl setfd cloexec fcntl getfd flags cloexec fcntl setfd cloexec receive part message message single recvmsg call recvmsg msg name null msg iov xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx msg controllen cmsg len cmsg level sol socket cmsg type scm rights msg flags msg cmsg cloexec msg cmsg cloexec fcntl getfd flags cloexec fcntl setfd cloexec fcntl getfd flags cloexec fcntl setfd cloexec fcntl getfd flags cloexec fcntl setfd cloexec send message target notice sends correct fds closes correctly sendmsg msg name null msg iov hhs xxxxxxxxxxxxxxxxxxxx msg controllen cmsg len cmsg level sol socket cmsg type scm rights msg flags msg nosignal close close send message target due bug sends wrong fds fds closed already sendmsg msg name null msg iov hhh msg controllen cmsg len cmsg level sol socket cmsg type scm rights msg flags msg nosignal ebadf bad file descriptor notice sendmsg returns ebadf bad innocent target dbus daemon kills connection epoll ctl epoll ctl del close closes wrong fds close ebadf bad file descriptor write failed close file descriptor close ebadf bad file descriptor write failed close file descriptor close ebadf bad file descriptor write failed close file descriptor effective way kill connection bus bus policy scms allow malicious program send bus messages target bus libraries often terminate program bus connection closed kill programs bus wonder message needs bigger max bytes read per iteration kernel aggregate two bus messages single recvmsg call otherwise http lxr free electrons com source net unix unix siocb scm break bug happends fds several bus messages loader time patch attached bug fixes security issue bug different bug similar security impact suggest fixes could released time,0
created attachment patch fixes valgrind error,1
running vga compatible controller ati technologies inc radeon mobility upon startup log contains aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual aiglx driver claims support visual glxgears also reports libgl warning driver claims support visual strange thing glxinfo reports visual output running server default color depth visual colorbuffer accumbuffer cav dep eat none slow slow slow none slow slow slow none slow slow slow none slow slow slow ncon,1
installation process seem consult python modules installed system installs usr local lib python even though python framework installation therefore library frameworks python framework versions lib python correct location,1
created attachment patch desktop files conforming version specification use version obviously,1
according render protocol spec pixels outside source picture rendered transparent repeatnone requested however system rendered looks like repeatpad screenshots attached one time renderacccel turned system information org server radeon ati radeon mobility agp chipid,0
mentioned topic xorg crashes startup following error reloading usr lib xorg modules libint initializing int bad bios checksum primary bios segment syscall generated signal eax ebx ecx edx esp ffa ebp esi edi eip eflags code stack ffa vesa bios detected vbe initialization failed unloadmodule unloadmodule int unloadmodule vgahw unloading usr lib xorg modules libvgahw unloadmodule vbe unloadmodule int unloading usr lib xorg modules libint screen found none usable configuration fatal server error screens found,0
date wed jul kbuild test robot mika kuoppala daniel vetter kbuild org subject drm intel drm intel nightly sysfs undefined reference error state buf init message attachment type text plain encoding bit size tree git people freedesktop org danvet drm intel git drm intel nightly head efd commit ddced fddc drm add error state sysfs entry config randconfig attached config error warnings drivers built function error state read sysfs text undefined reference error state buf init sysfs text undefined reference error state get sysfs text undefined reference error state str sysfs text undefined reference error state put,0
happens running igt kms flip basic flip vblank looking examples seems always register ever testcase affected machine byt nuc testcase succeeds warning noise dmesg cut warning cpu pid drivers gpu drm intel uncore unclaimed reg debug unclaimed register detected reading register modules linked intel powerclamp coretemp crct dif pclmul crc pclmul lpc ich hid designware platform designware core mii sdhci acpi sdhci mmc core last unloaded cpu pid comm kms pipe crc tainted gfxbench hardware name xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff xffffffff fyk bios fybyt ffffffffa ffff ffffffff ffff bac ffff bab ffffffff ffff ffff call trace dump stack warn slowpath common warn slowpath fmt unclaimed reg debug vlv read intel set memory cxsr intel pre plane update intel atomic commit drm atomic check drm atomic set crtc connector drm atomic commit drm atomic helper set config drm mode set config internal drm mode setcrtc drm ioctl drm mode setplane vfs ioctl munmap fget light sys ioctl entry syscall fastpath end trace,1
ibm reported following vsw test suite failures bit platfroms ppc colormapst colormaprec mid long bit ppc xserver wcolormap return card tell map work wrong tset instllclrm test pixmapstr drawablerec unsigned long bit ppc xserver window card compared comparewids equal tset rprntwdw test miwideline pixel defined ulong mifillrectpolyhelper functions treated xid bit length tset drwln test fail tset drwlns test fail tset drwrctngl test fail tset drwrctngls test fail tset drwsgmnts test fail hong peng provided patch modified slightly patch affect internal abi modifies structures also used drivers,0
following assertions found generic isl based path enabled mesa ecb ffbc gen use generic isl based path texture surfaces signed jason ekstrand reviewed topi pohjolainen reviewed chad versace regresses bythswivb cts gtf tests packed depth stencil packed depth stencil stenciltexturing deqp gles functional stencil texturing format depth stencil deqp gles functional stencil texturing format depth stencil array deqp gles functional stencil texturing format depth stencil cube deqp gles functional stencil texturing format depth stencil deqp gles functional stencil texturing format depth stencil array deqp gles functional stencil texturing format depth stencil cube deqp gles functional stencil texturing misc base level deqp gles functional stencil texturing render depth stencil clear deqp gles functional stencil texturing render depth stencil draw deqp gles functional stencil texturing render depth stencil clear deqp gles functional stencil texturing render depth stencil draw deqp gles functional texture border clamp formats depth stencil sample stencil gather size npot deqp gles functional texture border clamp formats depth stencil sample stencil gather size pot deqp gles functional texture border clamp formats depth stencil sample stencil gather size npot deqp gles functional texture border clamp formats depth stencil sample stencil gather size pot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather clamp edge clamp border npot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather clamp edge clamp border pot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather mirrored repeat clamp border npot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather mirrored repeat clamp border pot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather repeat clamp border npot deqp gles functional texture border clamp per axis wrap mode texture uint stencil gather repeat clamp border pot mesa blorp use generic isl path texture surfaces gen signed jason ekstrand reviewed topi pohjolainen reviewed chad versace regresses bythswivb piglit spec ext framebuffer multisample blit scaled blit scaled samples texture multisample array piglit spec ext framebuffer multisample blit scaled blit scaled samples texture multisample array assertions src intel isl isl surface state isl gen surf fill state assertion info aux usage isl aux usage none failed src mesa drivers dri brw surface state brw update texture surface assertion brw gen failed,1
yum update system rarely use normally screen yum update particular system screen command installed usr libexec command found stepped offered install since already begun typing yum update intercepted installed screen package think bit dangerous wait user press enter going ahead also screen finally installed command found tried run things work bug https bugzilla redhat com show bug cgi issues handling passing standard streams,0
tried execute trivial egl program failed symbol lookup error usr lib egl egl gallium undefined symbol drmgetmagic lack libdrm linkage somewhere libegl egl gallium linking program ldrm solves issue,0
created attachment log error binaries debian sid evolution ver debian jessie synchronisation memotoo tried refresh server syncevolution sync refresh server memotoo calendar locked loop keeps showing following error error error code syncevolution fatal error local status calendar storing new item cannot create calendar object request failed schema validation http schemas microsoft com exchange services types emailaddress element invalid value invalid according datatype http schemas microsoft com exchange services types nonemptystringtype actual length less minlength value abort synchronisation started couple days ago,1
ran static analyser syncevolution said many things including src dbus server server cpp src dbus server server cpp style expression sides source code session session getpriority getpriority suggest code rework notice parameter routine called session local variable name odd also checked newest source code bug appears,1
several releases seeing fake gpu lockups flagged intel driver user system typically lock enough trigger apport crash handler displays gpu lockup dialog user prompts file bug report main problem makes hard distinguish prioritize real gpu lockups fake ones like either figure causing fake gpu lockups solve identify good reliable way detecting fake gpu lockup fix crash detector ignore example one types bugs forwarded https bugs launchpad net ubuntu source xserver xorg video intel bug problemtype crash distrorelease ubuntu package xserver xorg video intel ubuntu procversionsignature ubuntu generic uname linux generic architecture bootlog fsck util linux fsck util linux dev sda clean files blocks linux home clean files blocks skipping profile etc apparmor disable usr bin firefox chipset compizplugins value set apps compiz general screen options active plugins compositorrunning compiz date mon jul distupgraded log time distrocodename oneiric distrovariant ubuntu dkmsstatus virtualbox generic installed duplicatesignature gpu lockup eir pgtbl render ipehr ubuntu executablepath usr share apport apport gpu error intel graphicscard intel corporation mobile gms gml express graphics controller rev prog vga controller subsystem uniwill computer corp device subsystem uniwill computer corp device installationmedia ubuntu maverick meerkat release interpreterpath usr bin python lsusb bus device linux foundation root hub bus device linux foundation root hub bus device linux foundation root hub bus device linux foundation root hub bus device linux foundation root hub machinetype alienware series pccardctlident socket product info available pccardctlstatus socket card proccmdline usr bin python usr share apport apport gpu error intel procenviron prockernelcmdline boot image boot vmlinuz generic root uuid ead ffee quiet splash handoff relatedpackageversions xserver xorg ubuntu libdrm ubuntu xserver xorg video intel ubuntu sourcepackage xserver xorg video intel title gpu lockup eir pgtbl render ipehr upgradestatus upgraded oneiric days ago usergroups dmi bios date dmi bios vendor american megatrends inc dmi bios version dmi board name series dmi board vendor alienware dmi chassis type dmi chassis vendor american megatrends inc dmi modalias dmi bvnamericanmegatrendsinc bvr svnalienware series pvr rvnalienware series rvr cvnamericanmegatrendsinc cvr dmi product name series dmi sys vendor alienware version compiz compiz ubuntu version libdrm libdrm ubuntu version libgl mesa dri libgl mesa dri ubuntu version libgl mesa dri experimental libgl mesa dri experimental version libgl mesa glx libgl mesa glx ubuntu version xserver xorg xserver xorg ubuntu version xserver xorg input evdev xserver xorg input evdev ubuntu version xserver xorg video ati xserver xorg video ati ubuntu version xserver xorg video intel xserver xorg video intel ubuntu version xserver xorg video nouveau xserver xorg video nouveau git,1
created attachment file showing problem convert attached pdf file postscript result disappointing pdf file line rectangle touch postscript file line ist way rectangle,0
write help page floor precise ceiling precise iso ceiling spreadsheet functions,0
created attachment sample data pivot table win ultimate libodev version beta build cca cbf bcc libreoffice version build aff steps open attachment goto create pivotable first field fecha rows fields second fiel data fields row field formatted date format values first field pivotable date group first field default month group first field month year crash crash occur pivotable created rows crash regression build,0
tabs opened irc channels labeled conversations get proper names channels telepathy even telepathy freenode irc server name would taken name account,1
created attachment bad docx file libo writer file doc export footnote error odt https bugs freedesktop org attachment cgi save office open xml text document microsoft office doc export footnote error docx see attachment open docx file programs microsoft office word microsoft office word fileformatconverters abiword calligra words result abiword crashes calligra words says could open reason format recognized microsoft office word says open file due errors contents details unspecified error location part word document xml line column word document xml docx file opens program libreoffice writer contains many errors highlight separate bugs,0
created attachment full backtrace reproducible swrast gallium drivers seems fine grab latest firefox http playground christianwannerstedt com projects consumed first bad commit ffe eff first bad commit commit ffe eff author ian romanick date tue apr glsl initialize samplers propagate sampler values program spec requires samplers initialized since differs mapping samplers texture units assumed arb assembly shaders program structure sure propagate date shader program program signed ian romanick reviewed eric anholt reviewed kenneth graunke vadim girlin bugzilla https bugs freedesktop org show bug cgi firefox src mesa main texstate update texture state assertion builtin popcount enabledtargets failed new thread fffc lwp program received signal sigabrt aborted raise sig sig entry nptl sysdeps unix sysv linux raise return inline syscall tgkill pid selftid sig gdb raise sig sig entry nptl sysdeps unix sysv linux raise abort abort assert fail base fmt ffff edpoklad nespln assertion assertion entry fffc builtin popcount enabledtargets file file entry fffc src mesa main texstate line line entry function function entry fffc update texture state assert assert fail assertion fffc builtin popcount enabledtargets file fffc src mesa main texstate line function fffc update texture state assert fffc update texture state ctx fffe src mesa main texstate fffc mesa update texture ctx fffe new state src mesa main texstate fffc mesa update state locked ctx fffe src mesa main state fffc mesa update state ctx fffe src mesa main state fffc teximage ctx fffe compressed dims target level internalformat width height depth border format type imagesize pixels fffbe src mesa main teximage fffc mesa teximage target level internalformat width height border format type pixels fffbe src mesa main teximage ffff cbce shared dispatch stub target level internalformat width height border format type pixels fffbe src mapi shared glapi glapi mapi tmp mozilla webglcontext checkedteximage entry fffdba target target entry level level entry internalformat width width entry height height entry border border entry format format entry type type entry data fffbe usr src debug xulrunner mozilla release content canvas src webglcontextgl cpp full backtrace attached,1
testing plugins lookup mission control executable,0
created attachment madi deinterlacing showing artifacts currently implementing vpp xbmc via made quality tests comparing madi bob state art yadif deinterlacer seems madi vpp propagates artifacts reference frames make especially test looking quite bad used famous burosch samples comparing screenshots attached program used gst launch gstreamer vaapi plugins,1
created attachment odt describing exhibiting problem properly sees two different footers sees odd page footer pages create footer different content left right pages upon opening document odd page footer seen pages think problem might related header settings since changing also affect footer simplest steps reproduce create two page document footer format footer turn content left right create two different footers save document odt docx open see odd page footer pages workarounds also create header also turns content left right save doc format certain instances setting page properties page tab page layout mirrored instead default right left helped always seem work problem already seen changing header settings affect footer example far header disabled enable header leave content left right enabled immediately see even footer replaced odd footer turning header similarly remove even footer sure bug introduced exist existed still exists similar bug https bugs freedesktop org show bug cgi mentioned problem comment already somewhat similar bug creating new bug report since details different report targeting next release instead regression marking somewhat important since affects documents created default settings page format left right pages,1
function intelemitcopyblitlocked file intel batchbuffer expects source destination pitch pixels call draw pix file intel pixel retrieves screen pitch via intel intelscreen front pitch specified bytes problem also evident inteltryreadpixels,1
trying make php binding cairo ssh dss aaaab nzac maaacbajfxtce ossgefszxa mrfdyg ycxpiucwwkmtnb pletoriwm qqwprepnago ieewdpb ujaa gmihwudogvhiz oxim nzdbiiah ssggs hci oklfsurvetswyjypw yvkehj xklsepahpceq baaaafqdveh qrrv dbdqzek qklyzb ddwaaaialmkf bac pyrygqzgzpktwspchxsd glpmbjmc uewwre qsgdw kejqytkypsczsevcu ojn jxn hartc cpfojyoh vgvvukknblrhf zgvxgismvm bvcyl ekf rlgwwchsppc mpobzbhgaaaibs xroxisoqnv klteliyv kcgyjz rnirof duzwq wbc kmx ebu uqkgmfn pcuxm ftjahhgoy paz qqi ghn qonf obfn czogfo bzuybzgoyefhv mtptt rwrbgtmllnr hwdt skmgw mop franz peter gpg key,1
libtool compile gcc dpackage name mesa dpackage tarname mesa dpackage version dpackage string mesa dpackage bugreport https bugs freedesktop org enter bug cgi product mesa dpackage url dpackage mesa dversion dstdc headers dhave sys types dhave sys stat dhave stdlib dhave string dhave memory dhave strings dhave inttypes dhave stdint dhave unistd dhave dlfcn dlt objdir libs dyytext pointer dhave pthread dhave libexpat include src gallium include src gallium auxiliary gnu source dhave pthread duse asm dhave dlopen dhave posix memalign din dri driver dglx indirect rendering dglx direct rendering duse external dxtn lib din dri driver dhave alias dhave mincore dhave libudev dhave llvm wall std werror implicit function declaration werror missing prototypes fno strict aliasing fno builtin memcmp radeon uvd deps radeon uvd tpo radeon uvd fpic dpic libs radeon uvd file included radeon uvd winsys radeon drm radeon winsys fatal error libdrm radeon surface file directory,1
probably separate signals stun servers relayinfo changing signal probably contain relevant information instead another round trip,1
created attachment intel debug batbuf output prior error reliably get attached intel debug batbuf error running mesa gles version override deqp gles deqp visibility hidden deqp case deqp gles functional compute indirect dispatch upload buffer single invocation note ken recent patch series fix compute state tracking https patchwork freedesktop org series although error also happens without deqp build https android googlesource com platform external deqp minor patch make actually build libpng png cmakelists txt need xorg relevant glx patch work please ask trouble getting running need additional debug info reproduces,1
problem xdg open assumes pcmanfm use lxde pcmanfm fails opens nothing instead fallback generic method,1
hello need new account new developer helper thanks name ryan lerch email ryanlerch gmail com,1
debugging problem elsewhere saw result tesellating rectangle width height gave following three trapezoids gdb traps traps top bottom left right gdb traps traps top bottom left right gdb traps traps top bottom left right note first third trapezoids empty imagine happens whenever tesellating rectangle apparently lot others rectangle causing problems tried construct standalone test case,1
index dbus dbus internals dbus dbus internals revision dbus dbus internals working copy include include include include include include verbose initted verbose dbus getenv dbus verbose null const char dbus getenv dbus verbose verbose null verbose initted true verbose return relating notes ifndef dbus win include endif havoc unistd used file deleted thinking depends used ifdef dbus win const char dbus getenv dbus verbose verbose null else verbose dbus getenv dbus verbose null endif havoc add unix also drop ifdef changelog entry dbus dbus internals unistd used dbus verbose real enable verbose printing dbus verbose environment var set,0
created attachment rtf file created libo titlepg problem description opening rtf file first page special format titlepg upper margin first page small steps reproduce open attached file libo upper margin first page open file libo beta upper margin small current behavior upper margin first page small expected behavior upper margin height upper margin page libo platform different browser browser mozilla windows wow gecko firefox,1
created attachment word libo steps open attachment word convert rtf else open scroll page see bold text connect open remote bold attribute set connect tested seems period bold stopping bold continuing see bold text page period following period cases isnt bold,1
problem description impress set version number documents steps reproduce unreproducible feature even exist current behavior versioning system expected behavior versioning system writer,1
created attachment log version originally filed https bugzilla redhat com show bug cgi best description screen scaled dithering actually running right resolution though progress bars look normal icons images fonts assuredly attached dell fpw via dvi sticking combination seems exa nodri xaa nodri exa dri work attach bunch stuff,1
seems long standing bug sna causes text rendering java awt applications unreliable steps reproduce make sure java installed start policytool program play menu bar created screencast illustrate issue http youtu owphit cyu intel release sandy bridge notebook bug seems happen composition manager used,0
