long_description,label
need decide bugzilla tab unless something extremely innovative probably worth cutting lot functionality perhaps think simple way something small bugzilla tab keep keep useful forum discussion https wiki mozilla org user ctalbert qac discussion,1
spin bug currently schema date error check quit running app rather allow possibly munge data fine sunbird lightning unhelpful side effect preventing getting add ons manager disable offending version lightning lightning instead forcing quit disable,1
created attachment patch patch easier extension chose groupbox collapsable becomes also possible create easily tree groupbox correct theme mac platforms,0
imho obsolete service could get rid accourding logs get hit every weeks cvs mirror rather fast nowadays module definitions outdated reduce workload hear objections shut,1
title says running check test sometimes include check ending results reporting things like original translation different ending chars,1
quoting bug said maybe actually keep track first submits minelements mnotinelements current setup worry single submit followed bunch image inputs make life unhappy example could store indices rather element pointers need maintain indices little insertion removal change getdefaultsubmitelement compare two indices return right thing code could simply index compare done summarize instead tracking default submit element would track index first submit element elements list first submit element elements list default submit element could quickly determined would speed parsing certain forms come testcase,1
copy cut pasting livemark sometimes livemark looks like regular folder folder icon get livemark icon switch folders seen left hand pane right hand pane bookmark organizer note livemark sure existing bug patch bug tree,1
found valgrind http lxr mozilla org mozilla source layout html base src nsgfxscrollframe cpp prbool hashorizontalscrollbar prbool fit addremovescrollbar hashorizontalscrollbar ascrollareasize ascrollareasize height hsize height aontop aadd mhashorizontalscrollbar hashorizontalscrollbar hashorizontalscrollbar initialized enough room yes return true size asbsize ahasscrollbar aadd asize size return true return false size asbsize ahasscrollbar returned whatever value addremovescrollbar called uninitialized caller goes use value hashorizontalscrollbar line thing happens hasverticalscrollbar,0
per bug please provide modify access mozilla www mozilla com trunk add ons ebay make required changes ebay companion files commit syncing thanks much,1
using current cvs build build bugzilla incorrectly identifies version mozilla causes bugzilla corruption criteria bugzilla rejecting builds,1
user agent mozilla beos beos bepc gecko mozilla firebird build identifier toolkit mozapps downloads src makefile know preprocessor tries run directly without perl causes build error bin config preprocessor file directory reproducible always steps reproduce compile firebird beos actual results build halts error makefile modified read perl mozilla dir config preprocessor defines acdefines instead mozilla dir config preprocessor defines acdefines,0
please thank,0
user agent mozilla macintosh ppc mac mach gecko build identifier thunderbird thunderbird spellchecking fails fuction upon new install languages menu spellchecking dialog set download new insatll thunderbird causing spellchecking fail reproducible always steps reproduce install thunderbird new profile obviously set least one account create new email known spelling errors try check spelling actual results checking done expected results normal spellchecking email seen workaround selecting dictionary languages menu solves problem new user confused behavior frankly technician heard,0
user agent mozilla warp pre gecko minefield pre build identifier came across two problems building new qcms color management unfortunately clobbered build log stdlib already typedef uintptr typdefed qcmstypes include stdlib helps little endian get picked wonder little endian defined windows linux using well little endian byte order reproducible always,0
glue library stub public frozen functions xpcom provides see xpcom build nsxpcom glue library dynamically load symbols xpcom library allow two important things happen first allow component application link xpcom symbol fact linking gecko library dynamic loading happens immediate indication something wrong second important reason targeted application embedder glue code load xpcom glue code unload xpcom thereby taking big step allow unloading gecko used allow many applications shutdown gecko needed restart gecko patch coming,0
user agent mozilla linux gecko build identifier mozilla windows windows gecko making changes cookie behaviour enable cookies disable cookies ask storing need leave browser start take changes effect changing enable cookies disable cookies leaving prefs via changes nothing cookies set reproducible always steps reproduce,0
created attachment testcase svg content resized flickers badly frequently fails render loading attached testcase noticed flickering rendering problems width browser window changed problem always shows bottom edge browser window dragged resize height window looking back archives found build directly landing reflow branch works fine build directly regression,1
using mozilla macintosh ppc mac mach gecko minefield starting minefield mac command line via minefield app contents macos firefox bin shows profile manager however window appears functional one able select profiles pressing start minefield default selected profile results hang buttons delete create work pressing twice pressing cancel profile creation ends loop two three dialogs start creating profiles final dialog totally blank pressing exit keeps minefield active without windows keyboard navigations seems broken severely limits testing possibilities thus marking blocker blocks development testing work,0
user agent mozilla macintosh intel mac pre gecko minefield pre build identifier mozilla macintosh intel mac pre gecko minefield pre sept nightly build drop menus rendering white text instead black text text shows white white grey menu buttons white white actual menu lists unreadable reproducible always steps reproduce install sept nightly minefield build squint unreadable menus actual results menus render white text instead black expected results menus render black text instead white,0
user agent mozilla sunos sun gecko build identifier http ftp mozilla org pub mozilla releases mozilla mozilla sparc sun solaris tar solaris build depends libiconv normally exist solaris gtk libraries mentioned readme dependency local library path mozilla local netscape dist lib ldd mozilla libxpcom libplds mozilla libplds libplc mozilla libplc libnspr mozilla libnspr libpthread usr lib libpthread libdl usr lib libdl librt usr lib librt libsocket usr lib libsocket libm usr lib libm libc usr lib libc libthread usr lib libthread libnsl usr lib libnsl libaio usr lib libaio libmp usr lib libmp raid local mozilla cpu sparcv plus libnspr flt usr platform sunwsun blade lib libc psr local library path mozilla local netscape dist lib ldd mozilla libxpcom libplds mozilla libplds libplc mozilla libplc libnspr mozilla libnspr libpthread usr lib libpthread libdl usr lib libdl librt usr lib librt libsocket usr lib libsocket libm usr lib libm libiconv file found libc usr lib libc libthread usr lib libthread libnsl usr lib libnsl libaio usr lib libaio libmp usr lib libmp raid local mozilla cpu sparcv plus libnspr flt usr platform sunwsun blade lib libc psr reproducible always steps reproduce,1
another phase checksetup cleanup going move code creates initial admin checksetup bugzilla install,0
release machine windows branch builds generating thunderbird exe bigger trunk went back time day branched found trunk branch bits release machine branch still making binary larger,0
attempted merge leak fixes provided jeff nerdone com jeff hostetler single patch reduce shutdown leaks observed nss bit think around although still fix largest leak try file separate bug attach patch mark bugs patch covers depending one,1
fetch update information disabled extension would good way telling server side extension disabled would useful information extension authors would also help make sure blacklisted extensions treated appropriately could put url via another ext status substitution add mozilla extension status header request two options come immediately mind,1
user agent mozilla windows windows gecko firefox build identifier select default font fixed width tools options composition html font typing message font fixed width however indent text increase indent default font changes variable width remain fixed width reproducible always steps reproduce,1
javascript debugger starts able load view javascript modules page browsing able set breakpoints execution never stops valid breakpoint inserted alert statements sure passing breakpoint using mosilla,1
created attachment vfychain patch vfychain usage message says honors option means cert files named command line ascii pem encoded today versions vfychain produced date vfychain silently ignores option vfychain requires input cert files raw binary der pem attached patch fixes,0
user agent mozilla windows windows gecko minefield build identifier mozilla windows windows gecko minefield opensearch opensearch description document plugin includes url tag type text html install search bar happens even url tag type text html reproducible always steps reproduce goto http www edazzle net click drop list search plugins click one tthe add amazon entries actual results download error expected results search plugin added search bar drop list installed plugins installs plugins fine url tag attribute type set text html url tag file,0
user agent mozilla windows windows gecko firefox build identifier strings incompatibleaddons major incompatibleaddons minor toolkit chrome mozapps update updates properties wird diese add ons aktualisieren wieder aktivieren wird diese add ons aktualisieren und wieder aktivieren reproducible always,0
investigate issue white space removed properly test reproduce export avm utils avmdiff runtests runtimeerrors error typecoercionfailed,1
reproduce config set layout css dpi result crash talkback nsstyleborder setborderstyle mozilla dist include layout nsstylestruct line nsrulenode walkruletree mozilla layout style nsstylestructlist line nsrulenode getborderdata mozilla layout style nsrulenode cpp line nsrulenode getstyleborder mozilla layout style nsstylestructlist line nsstylecontext getstyleborder mozilla layout style nsstylestructlist line nsiframe getborderandpadding mozilla layout xul base src nsbox cpp line nsframe refreshsizecache mozilla layout generic nsframe cpp line nsframe getboxascent mozilla layout generic nsframe cpp line nsboxframe getboxascent mozilla layout xul base src nsboxframe cpp line nsboxframe getboxascent mozilla layout xul base src nsboxframe cpp line nsboxframe getboxascent mozilla layout xul base src nsboxframe cpp line nsboxframe getboxascent mozilla layout xul base src nsboxframe cpp line nsboxframe getboxascent mozilla layout xul base src nsboxframe cpp line regressed fix bug went maybe maximum allowed value something,0
idea compile spidermonkey regular expression asts nanojit lir let nanojit compile native code enable compilation regular expressions nanojit platforms,1
script error reports going thru console category field says something error originated currently layout error reporter says xul content javascript distinguish errors code downloaded content useful distinction users might confused seeing errors resulting xul good provide way distinguish ben console code used chance getting,1
footprint meeting transparent gifs especially stretched different sizes optimized away store say bitmap spend lots time rendering compositing transparent gif least save memory avoiding rendering would significant performance win well,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox release notes links http www mozilla org products firefox releases bhtml reproducible always steps reproduce,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox yahoo mail pages work fine firefox since migrate version display bugs visible welcome page bad layout page pages dont work empty page reported installed eveything works fine standard version note bug observed athlon far fully tested computer reproducible always steps reproduce install using public installs nightly bluid also tried surf yahoo mail actual results see expected results well display pages like,0
following patch adds two big things small things one facility mmgc called rcroot allows explicit management root memory also pins objects rob borcic idea cleaned corrected renamed facility built top rcroot facility allows stack like management memory akin alloca mechanism fast common case new allocation deallocation need performed simple use deallocation taken care auto ptr like mechanism integration exception system system swappable standard alloca one uses new macro defined avmbuild vmpi alloca systems large stacks working alloca alloca still used new define avmplus heap alloca selects new facility small usage guide patch file avmcore patch enables avmplus heap alloca default since reasonable setting smaller systems possible system could factored differently right alloca facility entirely within avmcore probably precludes use code outside however needs integrated exception handling facilities seemed natural,1
nsnetsupportdialog used backup plan nsiprompt interface available used dozens places seductive convenience flawed creating modal windows behave correctly cause various blanket bugs like currently considered nsbeta problem fixed trying much harder find proper window modal dialog parent nsnetsupportdialog relegated providing backup herculean efforts locate actual parent window fail reason example cookie service taught use proper parent window dialog laboriously storing reference window nsiprompt nshttpchannel extracted passed around processing notification events punting nsnetsupportdialog choice available sort thing needs done many places one place nswalletlibservice onenddocumentload plan take one rather dump someone else since looks rather easily fixable happy recipients bug would spread happiness widely would start using good nsiprompt window modal windows behave nicely bugs made dependent bug siblings eventually closed fixed going get considered,0
tracking bug already feel free dup basically browser preferences dialog features security panel functional afaik policies scrolling list nothing add site button nothing policy description settings button nothing,1
created attachment nsstringbuffer leak tree url attached leak tree say without fixed rlk drop mac tinderboxen patch bug applied leaks see running rlk getting slightly flaky results running test entirely trust fix plus fix drop rlk know right fix free array shutdown may involve moving net getfilefromurlspec utility class allocated singleton service something like case think localize fix function going rejigger way every platform test least little,0
linux build tried ing newcache directory avail steps reproduce start mozilla type www playboy com urlbar sip coffee set fingers boss key case actually loads press enter crash mozilla successfully btw related bug anybody wants take look unconfirmed far nasty one,0
pvista talos giving results line pvista talos giving please image machine hopefully give consistent results comes back,0
front page http www mozilla org rss news feed advertised discovery tag following link rel alternate type application xml title rss href http www mozilla org news rdf according page correct type application rss xml since application xml generic http diveintomark org archives important change link tag,1
add way current graph collect cgi code bounce get request another server transition stage new graph server make available,1
user agent mozilla windows windows gecko firefox build identifier bugzilla follow bug bug reproducible always steps reproduce,1
bug comments maybe related code parser htmlparser tests outsinks convert cpp line find use nsfilespec line find use nsfilespec widget src xpwidgets nstransferable cpp line nsifilespec cachefile getfilespec mcachefilename extensions java xpcom interfaces makefile line interface nsifilespec,1
noticed xserve mozilla com dropped buildbot slave list even ping jump,0
xpconnect interface flattening bug requires scheme asking given object info class intend interface object class object come,1
user agent mozilla macintosh ppc mac mach gecko camino multilang build identifier hello want localize mozilla firefox contributor emilio sep lveda contact mail djfunkinmixer gmail com emilio sepulveda desandcons com iso code reproducible always expected results need cvs access work localization project,1
trivial add function information patchreader output upcoming patch coming,0
depend build firefox copies libmozjs dist bin obj dir making change engine source rebuilding update libmozjs file obj directory dist bin directory src well top firefox object directory know part confusion also seems like want symbolic link dist bin directory rather copy file biting developers attempt fix asap,1
hiya like add posts personal blog tagged mozilla planet http john jubjubs net category mozilla sure best way introduce except maybe say moz couple years involved oss projects like participatory culture foundation osaf coo title spend lot time working grow countries like china japan ever leveraged grow,0
observed phoenix windows linux turning hide tab bar one tab open option preferences effect additional tab opened recreate load phoenix hide tab bar option enabled ensure one tab open preferences turn hide tab bar option close preferences observe tab current page appear file new tab observe tab original page new tab close new tab observe tab original page,1
created attachment gdb debug spew backtrace david need expertise see attachment skidmarks self testing json second attachment,0
created attachment html default action patch thunderbird override sending html plaintext default sending option without asking currently default action sending mail ask person lucky feel dialog make much sense majority users rest users understand able find preference want currently preference sending html turned default email default newsgroups therefore effective change email users see one less dialog sending email newsgroup sending somehow effected likely file separate bug newsgroups want make pref per account pref could possible future solution,1
install php performs maintenance tasks statistics instead pushed another separate script called cron instead separating tasks could eliminate lot queries need happen everytime someone downloads addon would dramatically lighten load osdb osdb increase overall performance entire addons site result,0
liveurls natarajan kannan toufeeq hussain released apr please consider using web marker https addons mozilla org firefox instead extension development extension dis continued exension available development purposes thanks,1
created attachment patch currently version checked check existance static assert made afaict present nspr version check probably bumped,0
personas allows getpersonas com site change current persona user previewing gallery listening special events vetting source authorized host list whitelisting intends allow subdomains whitelisted host check separating dot exists would ensure originating host subdomain rather merely superstring authorized hostname evilpersonas com fakepersonas com etc change persona would easy joker register domain host persona changing invisible iframes various hacked sites solution appears check event source exact match authorized domain substring matches authorized domain plus leading dot may want consider requiring authorized host list explicit allowed subdomains wildcard syntax maybe optional leading dot cookie domains annoying exploit quick glance appears select personas exist official gallery looks like nodes specify text color though could make user browser hard use filing security sensitive may unnecessary,0
number bugs combination bug initially gather either consolidate use tracking bug set jrgm,1
need move nspr tag pick fixes releases sure tag yet moving tag fix bug bug firefox clients,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox performing clean install firefox installer places copy nsiqtscriptableplugin xpt dated plugins directory xpt used quicktime installed components folder plugins folder included firefox install problem occur install previous version firefox also occur previous version firefox problem occurs standard custom installs reproducible always steps reproduce uninstall previous version firefox one installed delete mozilla firefox program folder install firefox using standard custom actual results copy nsiqtscriptableplugin xpt dated installed plugins folder expected results npnul dll dated file plugins folder nsiqtscriptableplugin xpt dated supposed included firefox install installed components folder plugins folder,1
bug tracking shipping afrikaans locale thunderbird various bugs leading indicated dependencies completed ready ship tested etc,1
mozilla windows win gecko seamonkey candidates clicking add account button warning function cancel always return value source file chrome global content bindings wizard xml line column source code inly first time session,0
bitwise math partial sums string validate input,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox mozilla update site look feel different rest mozilla site extension disparate branding steve garrity identified branding mozilla toward mozilla http actsofvolition com steven mozillabranding corrected many reasons reproducible always steps reproduce actual results expected results least typography color scheme rest site,1
apologies pedantic see patch recieve receive,0
toolkit components url classifier makefile ifdef enable tests ifndef moz enable libxul tool dirs tests endif endif running tests seems really really really bad really bad bug tests would catch never actually run know bug bsmedberg added ifndef log message fix url classifier libxul warnings test errors luser bug,1
regression due bug home defined doctor cgi unaccessible doctor error,0
translating files encountered irregularities files structured made patches mainly remove unnecassary whitespace introduce newlines end files correct comments reorder lines particular files harm done applied harm done either,0
created attachment patch usereservedobjects reservedobjects,0
user agent mozilla linux gecko build identifier mozilla linux gecko patch coming reproducible always steps reproduce,0
test case function function prototype constructor print prototype constructor print true,0
xpmenus seem respond properly contentappended contentinserted attributechanged notifications may dup thought log anyway,0
sort amusing pre pre along pre http ftp mozilla org pub mozilla org thunderbird nightly latest mozilla probably amusing enough keep like,0
create attachment create attachment show bug cgi see attachment attachment attachment expected displayed chronological order edit attachment need change anything change flag want apply changes attachment displayed first attachment attachment oops appears attachments sorted last changed time instead creation time annoying,0
intl unicharutil src nsbidiutilsimp cpp function nsbidiutilsimp arabicshaping currently ifdef full arabic shaping need turn code currently used non bidi system render arabic one place call function layout base src nsbidipresutils cpp nsbidipresutils formatunicodetext think routine important nsbidiutilsimp conv nsbidiutilsimp conv withreverse nsbidiutilsimp conv withreverse think handle cases seperately increase speed turn one,1
user agent mozilla compatible msie windows net clr build identifier mozilla mozilla sdk client occasionally ignores requests ldap server returns one referral little logging tracing find requests terminate parent requests parent completes receiving responses results lost entry results even lost referrals read msg result loop decreases outrefcnt parent associated finished referral loop finishes pointing highest parent positive outrefcnt subtraction simply highest parent branch either case read msg continues frees everything nsldapi free request loop better give highest completed free outstanding requests unfortunately logs show loop finish requests still res msgtype ldap res search reference indicating indeed current code incorrectly frees outstanding requests typically happen consider system referral generates requests looking like arrows children assume got final response server setting res msgtype ldap res search result read msg enters loop loop goes decrease outrefcnt done receive entry another url referral res msgtype ldap res search reference right loop ignores loop sees outrefcnt continues set assume already res msgtype ldap res search reference remember responses server arrive time although incomplete may completed ages ago since referral outrefcnt loop lets rest get recognize request complete conditions see satisfies conditions satisfying conditions enter resource freeing code nsldapi free request starts freeing resources branch disappears though finished stop calamity placing res msgtype check traversing parent correct stop fail conditions required execute nsldapi free request stop immediately break loop res msgtype ldap res search reference loop right merge error info parent traverses finally get result response execute loop time res msgtype ldap res search result let continue free properly note subtract parent outrefcnt end previous iteration loop outrefcnt always current even new loop breaker fix looks like parent null merge error info parent res msgtype ldap res search reference new break new parent outrefcnt break reproducible always steps reproduce set three server instances set referrals execute sub search must refer repeat step symptoms surface expected entry cannot found actual results hour looping entry directory cannot found ldap success returns entries expected executing one search entry reveals indeed found seems faster computer longer takes symptoms appear expected results returned entry directory consistantly test done netscape directory server system september quality pack,1
trying get graphs generated bugzilla display localised statuses resolutions pie graphs easiest found graph mangles utf strings converting global field descs none tmpl iso solves obviously hack complicating issue even fact templates always utf exemple marc ing releases german templates encodings need test encoding fly convert needed sure possible even doubt possible without going perl,1
following test goto www pictures aol com sign click picture hit back arrow pointer flickers arrow watch,0
viewing site netscape sidebar clearly shown however viewing mozilla galeon sidebar display also logging www comsec com drop menus work mozilla netscape,1
noticed mxr ing instantapply exists course obviously true said idea want pref instantapply works fine,0
need port bug thunderbird prior first beta installer issue need right thing defaults,1
user agent mozilla windows windows pre gecko minefield pre build identifier mozilla windows windows pre gecko minefield pre got firebug installed disabled installed getfirebug com site enabled restarted firefox firebug extension got enabled version reproducible try steps reproduce install extension update available disable extension restart firefox install update extension restart firefox enable extension restart firefox tried reproduce bug seeing extension manager related ones think one time hickup,1
created attachment patch gcc throws lot warnings suggested parentheses patch simply adds parentheses makes gcc happy,0
created attachment patch,0
steps reproduce visit page click star button twice bring property editor actual results latest headlines live bookmark shown tag list expected results live bookmarks read folders shown available tagging options joe need call getfolderreadonly bookmark service insert folder stack,0
two bugzilla accounts one work one home working want completely disable mail work account working want enable currently click unclick option two extra buttons field recipient specific options one labeled set labeled clear,1
already ssh key ldap commit access mozilla org find cannot use log office mozilla org moco employee believe access system,0
user agent mozilla linux gecko netscape build identifier mozilla linux gecko netscape embed prompt implementation uses gtkoptionmenu selecting list since gtk gtkoptionmenu deprecated favour gtkcombobox compiled gtk embed prompter use gtkcombobox instead reproducible always steps reproduce,1
bugzilla helper user agent mozilla linux gecko buildid menu items click left edge displayed works latest internet explorer reproducible always steps reproduce display page actual results menu items displayed could click expected results displayed menu items,1
currently specify one font cjk postscript printing japanese locale ryumin light used japanese characters defined print psnativefont unix however various latin fonts used ascii characters would better provide setting cjk fonts examples better use gothicbbb medium helvetica ryumin light times print psnativefont print psnativefont helvetica gothicbbb medium euc print psnativefont times ryumin light euc,1
currently prism stub uses values environment section application ini work windows well applications use stub without parameters want path long webapp profile override etc specified command line,0
test environment windows firefox bon echo build description suspected web forgery popup tab warning pop window visual focus completely lost happens tabbing links grayed web page behind security warning popup steps recreate make sure google anti phishing security option set firefox security options open firefox tools options open security page select tell site using suspected forgery checkbox select check asking google site visit radio button open web page url firefox browser http www google com tools firefox safebrowsing phish rama html results display suspected web forgery pop keep pressing tab key several times focus moves get button ignore warning button send report button firefox navigation toolbar location field firefox navigation toolbar search field obvious visual focus showing anywhere keep pressing tab eventually program focus returns suspected web forgery popup window links appears program focus tabbing links grayed web page displayed behind suspected web forgery popup window none focus changes seen visually expected results visual focus clear times even tabbing grayed page behind security warning often items grayed accessible keyboard case user allowed tab items grayed page selection made anti phishing warning popup,1
start composer debug build insert table create caption see bunch assertions like assertion parser editor disagree blockness caption aisblock file moz sour mozilla mozilla editor libeditor html nshtmleditor cpp line would cool could fix popups make quite difficult investigate bug,1
bug initially created clone bug hang shutdown open imap connections cpu happened two systems vista using never seen regression know previous version running imaps connections close wait imap accounts,1
nav menus url slashdotted appear extreme left page moz,1
user agent mozilla macintosh ppc mac mach gecko firefox build identifier mozilla macintosh ppc mac mach gecko firefox compiled lightning mac osx installed tbird nightly installed lightning extension tbird prefs lightning prefs area single clickable area icons see screenshot url http dietrich ganx com images osx lightning prefs bug png reproducible always steps reproduce compiled lightning mac osx installed tbird nightly installed lightning extension tbird prefs actual results lightning prefs area single clickable area icons expected results lightning prefs cover icons,1
cross platform processor problems interface currently custom constrols interface nsixformsdelegate nsisupports attribute domstring value readonly attribute boolean isreadonly readonly attribute boolean isenabled readonly attribute boolean isrequired readonly attribute boolean isvalid readonly attribute boolean hasboundnode void widgetattached name clashes could quite easily get name clashes existing attributes depending element current interface exposed somebody extends already existing input control good chance value already exists could also apply isreadonly using attributes somebody wants implement controls pure javascript told browsers let watch attribute changes would possibly implement value fix problem need use functions fix problem two possible solutions use context object like canvas one getxformsaccessors function returns new object interface implemented prefix every function form would formisreadonly like best problem tried implement hit security error xbl tried return object,1
user agent mozilla linux gecko firefox build identifier mozilla linux gecko firefox new tab opened original tab longer able selected way return original tab close new tab appears regressed since nightly build reproducible always steps reproduce open new tab attempt select previous tab actual results unfocused tab able selected expected results unfocused tab regain focus clicked,0
user agent mozilla macintosh intel mac applewebkit khtml like gecko version safari build identifier mozilla macintosh intel mac pre gecko shredder pre read email message pane drag splitter also see description message header application border happens message header main text email reproducible always steps reproduce select email see message pane drag splitter,1
fix xxx bug cmd switchtextdirection used firefox xpfe browser controller,0
covers implementation theme treeview theme treeview treeitem theme treeview twisty theme treeview line theme treeview header theme treeview header cell theme treeview header sortarrow xul tree views mac,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox enhanced bookmark search available working firefox work release reproducible always,1
last file file list skipped checkins one file one error perl hard,1
embedding components webbrowserpersist src nswebbrowserpersist cpp function prbool isspecialxhtmltag nsidomnode embedding components webbrowserpersist src nswebbrowserpersist cpp warning comparison signed unsigned integer expressions,1
devmo devmo anymore known officially mdc mozilla developer center official name change comes requirement change instances devmo mdc mozilla developer center cases simply matter editing content wikis bit complicated wiki namespaces devmo could please investigate requirements impact changing wiki namespaces mdc know tried change namespaces caused sorts problems try like know done full investigation required avoid problems encountered previously thanks,1
new minis talos pool created bug need post imaging setup done added pool,0
user agent mozilla linux gecko build identifier mozilla linux gecko changing selection drop selection non auto height attribute increases horizontal size selection box reproducible always steps reproduce change selection drop selection box style heigth actual results horizontal size selection box increases whenever selection changes expected results size change,1
bug initially created clone bug bug comment time time running slow script warning login manager code turned caused trying get tokendb service needed initialise nss enumerating cache clearing cache resolved problem bug comment nelson bolyard misterssl neil yes code limits depth directories descend looking files look maxdepth code perhaps also need limit number files immediate subdirectories single directory search bug comment temporary internet files stored depth userprofile local settings temporary internet files content reason see scan happening four times recorded printf added enumsystemfiles bug comment seems caused block code pkcs rng rnginit initialize random number generator secsuccess crv ckr device error return crv init initialize freebl engine secsuccess crv ckr device error return crv rng systeminfoforrng rng rnginit already calls rng systeminfoforrng via callonce less freebl rng systeminfoforrng void security nss lib freebl win rand freebl rng init void security nss lib freebl drbg nspr callonce struct prcalloncetype func nsprpub src misc prinit freebl rng rnginit void security nss lib freebl drbg softokn rng rnginit void security nss lib freebl loader softokn nsc commoninitialize void preserved int isfips security nss lib softoken pkcs freebl rng systeminfoforrng void security nss lib freebl win rand softokn rng systeminfoforrng void security nss lib freebl loader softokn nsc commoninitialize void preserved int isfips security nss lib softoken pkcs,1
linux ppc gcc pre linking libmozjs anything crashes undefined reference arg type violation obviously bad arg call located src jsapi help franz sirl found bad arg fix jsapi orig mon sep jsapi mon sep continue switch case boolean jsval arg jsbool boolean jsval jsbool arg int break case int jsval arg uint int jsval uint arg unsigned int break case case,0
kev process creating directory structure wanted get bug file directory structure checked repo access build automation planning store script used repack builds alongside actual partner repack config data complete directory structure look something like partner repacks partners google repack cfg distribution searchplugins yahoo repack cfg distribution searchplugins scripts partner repacks note need kev provide contents partners subdir bug,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox using extension spellbound choosing option recheck page causes crash url http talkback public mozilla org talkback fastfind jsp search type iidid talkback fastfind incident getscopeofobject firefoxtrunk windows build url see also forum discussion http forums mozillazine org viewtopic php least nightly may crash reproducible always steps reproduce install spellbound latest trunk build paste text input box forum choose check spelling rightclick menu choose recheck actual results crash expected results recheck spelling,0
function arguments var asserteq crasher typeerror assertion failed got void expected interpreter call putargsobject leaving frame argsobj via jsstackframe putactivationobjects trace need something like course know argsobj zero cost fast case,0
user agent mozilla macintosh ppc mac applewebkit khtml like gecko safari build identifier eudora configured open mailbox window mailbox received new mail either directly via filter feature missing penelope since eudora import marks everything new even useful actually way identify mailbox received new mail one unread messages reproducible always,1
user agent mozilla compatible msie windows net clr infopath net clr build identifier mozilla windows windows gecko firefox seems problem xmldoc load data within xml file parse show page beta reproducible always steps reproduce load html file autos html file mijn documenten mct voorbeelden xml hoofdstuk autos autos html actual results overzicht expected results overzicht porche ferrari enzo lamborghini diablo auto html code doctype html public dtd xhtml strict http www org xhtml dtd xhtml strict dtd overzicht auto overzicht auto code window onload showhtml function loadxmldoc filename var xmldoc window activexobject xmldoc new activexobject microsoft xmldom else document implementation document implementation createdocument xmldoc document implementation createdocument null else alert geen javascriptondersteuning gevonden xmldoc async false xmldoc load filename return xmldoc function showhtml var xmldoc loadxmldoc autos xml var autos xmldoc getelementsbytagname auto var autolijst document getelementbyid autolijst autos length var listitem listitem autos attributes nodevalue listitem listitem autos childnodes nodevalue listitem autolijst innerhtml listitem auto xml code enzo diablo,1
created attachment patch ldap sdk problem seen client programs use ssl clientauth use different credentials client certificates different connections server process lifetime also seen programs use clientauth connections server connections server process lifetime seen commonly test clients trying simulate different users may also seen servers trying replicate different data sets remote server different client credential different data set problem one connection established client server using credential subsequent connections server may use credential absent credential even client called ldapssl enable clientauth specifying different credentials used subsequent connection explanation ssl remembers caches information previously established sessions remote clients servers reuses information old sessions whenever possible minimize expensive computational overhead establishing new sessions new connection new connection made server says let reuse session last used recent session socket cache used even previous session established using different credentials client wishes use nss ssl client library supports use multiple separate named caches allow sessions associated one set credentials remembered separately sessions associated sets credentials client program uses credentials alice sockets uses credentials bob sockets separate caches alice bob connections alice configured use alice cache bob connections use bob cache confusion different credentials eliminated program thread uses socket configured explicitly named socket nss uses default unnamed cache socket one default unnamed cache multiple threads trying act separate users specify explicitly named caches respective users identities separate users end using common set credentials common cache resulting confusion may reasonable ldap connections use client auth share common cache connections uses client auth typically authenticated using method simple name password authentication reasonable client auth connections share cache connections use client auth problem experienced ldap sdk ldap sdk never explicitly names cache used ssl socket ssl sockets share common unnamed cache resulting identity confusion named cache implicitly created first time name configured used socket cache entries lifetime expire cache entries named cache expired cache disappears easy use named caches give name ssl socket first handshake socket ssl rest attempted modify ldap sdk configure ssl socket used client certificate use cache name nickname cert used attached bug untested patch believe solve problem would like one ldap sdk cognoscenti know test patch see indeed satisfactorily solve problem,1
planning start updating accessproxy component soon screen reader vendor wants start using however installing component part software installer want remove normal build really special component needs built individual basis,1
created attachment fix test gfx thebes src gfxquartzpdfsurface cpp mac version max allowed mac version bad mac version defined systems trivial patch fixes,0
created attachment fix warnings mailnews import eudora src nseudoramailbox cpp member function nsresult nseudoramailbox importmessage simplebuffertonyrcopiedonce simplebuffertonyrcopiedonce nscstring nscautostring nsioutputstream print warning comparison signed unsigned integer expressions warning comparison signed unsigned integer expressions member function nsresult nseudoramailbox writefromsep nsioutputstream warning comparison signed unsigned integer expressions member function nsresult nseudoramailbox fillmailbuffer readfilestate simplebuffertonyrcopiedonce warning comparison signed unsigned integer expressions mailnews import eudora src nseudoracompose cpp static member function static nsresult nseudoracompose fillmailbuffer readfilestate simplebuffertonyrcopiedonce warning comparison signed unsigned integer expressions,1
created attachment bisect patch finding fixes regressions pita bisect make things nice working script started using test new javascript tests find fixes regressions mozilla central tracemonkey yet support cvs possible well,0
