bug_id,long_description,label
CAMINO_GRAVEYARD-247895,user agent mozilla macintosh u ppc mac os x mach o en us rv gecko camino b build identifier mozilla macintosh u ppc mac os x mach o en us rv gecko camino b i can t find the string open in new tabs using appleglot in the wg or in the ad file nor can i find it in any of the nibs reproducible always steps to reproduce use a localized version of camino ctrl click a bookmark folder in the bookmark bar actual results open in new tabs in the contextual menu is not translated,0
MOZILLA_LOCALIZATIONS-430037,diff in der url bitte hier kommentieren wer den bug bernehmen m chte ,1
WWW.MOZILLA.ORG-304477,someone on developers mentioned asa s name in connection with release notes sorry asa if you re not the right assignee bug implementing auto remote broke remote it no longer handles urls containing commas as described in bug i m assuming remote is deprecated if that s not going to be fixed though that s a policy decision someone should probably make this should be releasenoted if it s not going to be fixed since a lot of people use remote and will wonder why sometimes it no longer works reliably suggested placement under known issues i m not sure if remote should be under linux unix or all systems did it work everywhere probably it s mostly linux unix users who care about it suggested wording or at least a start firefox remote mozilla xremote client no longer works on urls containing commas and is deprecated use firefox url instead it will automatically use any currently running firefox to open the url according to the tab preferences firefox new window url will open the url in a new window there is no new tab option as yet ,1
FIREFOX-723353,ehsan suggested browser xul and tabbrowser xml as good places for it to reside we ll want a high level method for chrome windows that determines if any contained tabs contain docshells that are in pb mode and a method to toggle all contained tabs docshells pb mode ,1
CORE-363176,see upcoming testcase i get a very large vertical where i would not expect a scrollbar at all this worked fine with the build so very likely a regression from the reflow branch landing ,1
PENELOPE_GRAVEYARD-381798,user agent mozilla windows u windows nt en us rv gecko firefox build identifier alpha in eudora there are viewing options to control when messages viewed in the preview pane are marked read these are incredible useful and are missing from alpha reproducible always steps to reproduce ,1
DEVELOPER_DOCUMENTATION-242510,at the bottom of the page where it discusses the discussion on a copyright policy one of the suggested licenses that is under discussion is the open publication license the link to it reports a forbidden error this is an off site link perhaps this exists at another location now ,0
SEAMONKEY-210568,user agent mozilla windows u windows nt en us rv gecko build identifier mozilla rc talkbackgecko mozilla rc talkbackgecko double click doesn t work right click doesn t work save as doesn t work sometimes happens after using it for a while requires restarting to return to normal have gone back to mozilla as it s more stable and doesn t have these problems reproducible sometimes steps to reproduce continued use actual results double click doesn t work right click doesn t work save as doesn t work sometimes,1
CORE-509599,function f a x arguments for var i i i f asserteq x crasher js typeerror assertion failed got void expected in the interpreter we call js putargsobject when leaving a frame that has fp argsobj via jsstackframe putactivationobjects on trace we need to do something like that too of course we know if there is an argsobj or not so this is zero cost in the fast case ,0
MOZILLA.ORG-440907,hi i sent a from by fax to knous i need svn access for https bugzilla mozilla org show bug cgi id ,0
BUGZILLA.MOZILLA.ORG-391258,the rationale per bug appears to be using clean report to distinguish unco filed in new state by canconfirm because they can from actually confirmed bugs the actual use of clean report seems to mostly be ironically any reporter setting it because they can that produces at most useless work and useless bugmail cc is people who ve added the kw as non reporter on the theory they might know who they were adding it for ,1
CAMINO_GRAVEYARD-395033,since plugins don t seem to like being moved in and out of windows we need to thumbnail at the gecko level to prevent crashes ,0
ADDONS.MOZILLA.ORG_GRAVEYARD-246891,if an extension works for firebird and or thunderbird then it will have an install rdf i think it should also be able to contain a guid for seamonkey so that when we load them into the db seamonkey is auto detected instead of manual filing this against umo cause i dunno where else to put it someone please assign this to ben ,1
THUNDERBIRD-501978,created attachment proposed fix regressed with bug if you have a header list post post new message to the foo bar mailing list the reply to list won t be enabled ,1
CLOUD_SERVICES-468695,the clients list from kept a single file on the server with a list of all known clients since the server api has changed that no longer works we ll need to port it to ,1
MAILNEWS_CORE-303540,user agent mozilla windows u win x it it rv gecko firefox build identifier mozilla windows u win x it it rv gecko firefox when trying to forward a message as in line the new message window appears with no text if the original message hasn t the content type header reproducible always steps to reproduce in the main window select a message that has no content type headers menu message forward as in line actual results the body of the new message is empty apart my signature expected results the software should default to content type text plain if the content type header is missing as it already does when showing the original message ,1
CORE-464043,created attachment stage one don t crash bug comment shows nsdeque fails under low memory i have other patches which would change push front to indicate failure to the callers i m working on it in a repo i d want to test that before i pushed it to a bug but this is actually independent,1
MOZILLA.ORG-398296,seamonkey is correcting a bit of its themes code and needs a cvs copy making the cvs copies file is attached to the original bug as attachment and has been reviewed and approved ,0
TOOLKIT-345353,spinoff of bug i also folded in your and reed s comments to get screen panel title checking add ons compatibility progress text checking your add ons screen panel title found incompatible add ons text the following add ons are not compatible with this version of s and have been disabled text s can check to see if compatible updates to these add ons are available screen panel title checking for compatibility updates text checking for available updates to incompatible add ons progress text checking for update to s screen panel title unable to install updates text there are updates available but they can t be installed because software installation for s has been disabled please contact your system administrator for assistance the don t check button should be a disabled cancel button screen panel title found compatibility updates text select the updates you would like to install screen panel title found compatibility updates text select the updates you would like to install text the selected updates can t be installed because software installation is currently disabled you can change this setting below screen panel title installing compatibility updates text downloading and installing updates to your add ons progress text as current screen panel title compatibility updates installed text s has installed the updates to your add ons screen panel title no compatibility updates found text s was unable to find any updates for your incompatible add ons s will continue to check periodically and inform you when compatible updates for these add ons are found screen panel title some compatibility updates not found text s was unable to find any updates for some of your incompatible add ons s will continue to check periodically and inform you when compatible updates for these add ons are found checktext is good as is screen panel title no compatibility updates found text s was unable to find any updates for your incompatible add ons s will continue to check periodically and inform you when compatible updates for these add ons are found checktext is good as is,0
CORE-145577,the scroll model inside html textareas is broken the return value for scrollheight returns incorrectly always the same value as the height of the textarea this is a severe loss of functionality because teh ability to control the size and scrolling of textareas is maybe even more important than for other elements i know that the scroll model is very buggy in general but it is totally broken for textareas this is not acceptable ,1
RHINO_GRAVEYARD-393848,from newsgroup using rhino to compile a big js script to class file at the run time i ve got below exception someone said that it occurs when a too big javascript file is given to rhino any solution rhino run java exception in thread main java lang classformaterror invalid method code length in class file com sun lzplayer precompiled js runtime java at java lang classloader defineclass native method java at java lang classloader defineclass classloader java java at java security secureclassloader defineclass secureclassloader java java at java net urlclassloader defineclass urlclassloader java java at java net urlclassloader access urlclassloader java java at java net urlclassloader run urlclassloader java java at java security accesscontroller doprivileged native method java at java net urlclassloader findclass urlclassloader java java at java lang classloader loadclass classloader java java at sun misc launcher appclassloader loadclass launcher java java at java lang classloader loadclass classloader java java at java lang classloader loadclassinternal classloader java java at java lang class forname native method java at java lang class forname class java java at org mozilla javascript tools shell global getclass global java java at org mozilla javascript tools shell global loadclass global java java at sun reflect nativemethodaccessorimpl invoke native method java at sun reflect nativemethodaccessorimpl invoke nativemethodaccessorimpl java java at sun reflect delegatingmethodaccessorimpl invoke delegatingmethodaccessorimpl java java at java lang reflect method invoke method java java at org mozilla javascript memberbox invoke memberbox java java at org mozilla javascript functionobject call functionobject java java at org mozilla javascript optimizer optruntime callname optruntime java java at org mozilla javascript gen c c home openlaszlo orbit build gen run js java at org mozilla javascript gen c call home openlaszlo orbit build gen run js java at org mozilla javascript contextfactory dotopcall contextfactory java java at org mozilla javascript scriptruntime dotopcall scriptruntime java java at org mozilla javascript gen c call home openlaszlo orbit build gen run js java at org mozilla javascript gen c exec home openlaszlo orbit build gen run js java at org mozilla javascript tools shell main evaluatescript main java java at org mozilla javascript tools shell main processfilesecure main java java at org mozilla javascript tools shell main processfile main java java at org mozilla javascript tools shell main processsource main java java at org mozilla javascript tools shell main processfiles main java java at org mozilla javascript tools shell main iproxy run main java java at org mozilla javascript context call context java java at org mozilla javascript contextfactory call contextfactory java java at org mozilla javascript tools shell main exec main java java at org mozilla javascript tools shell main main main java java java result thank you in advance hyok need a better error message for this case ,0
MAILNEWS_CORE-123985,i can consistantly crash messenger by selecting a folder from my imap mailbox the mail folder is nested within a another folder although at least one other nested folder doesn t seem to be affected this happens with the trunk nightly build from the talkback report for this is tb m ,1
CORE-512487,created attachment screen shot of regression yellow pixels are wrong reftest html has regressed for me on linux i m attaching a screen shot of the rendering with differences highlighted the olive background on the rightmost phoenician letter is drawn one pixel bigger on top and bottom than the reference at a guess this changed with very recent pango i have ,1
SEAMONKEY-98456,argh in my rush to get the gecko component stuff done for the mozilla branch i broke the meta component stuff for linux the fix is straight forward i need to fix modules staticmod makefile in attaching a patch ,0
CORE-341747,we need consistent use of roles in the cross platform code the mapping to platform role constants should occur in the nsaccessiblewrap classes ,1
SOCORRO-524851,when i click a signature from the topcrash list i d like to be presented with a list of correlations currently that information is available thanks to bug but scattered i have to look in a different place for each possible type of correlation which doesn t match my workflow clicking on a correlation should search for matching crash reports ideally it would also show correlations within the restricted search e g is it still correlated with the presence of an extension even just on single core machines this requires socorro to be able to support more types of searches e g bug and remember or compute correlations ,1
BUGZILLA-251556,user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox this is an rfe for a function to input and display on bug pages the bug numbers of bugs that the current bug is a regression of and vice versa i e bugs that fixing the current bug causes this could be implemented in the same way as dependency information possibly also with a regression tree below bug x depends on and bug x blocks on show bug cgi there would be bug x is a regression of or bug x is caused by fixing and fixing bug x causes reproducible always steps to reproduce ,1
CORE-211470,for example we have code duplication between http lxr mozilla org seamonkey source content xul document src nsxulprototypecache cpp and http lxr mozilla org seamonkey source content html style src nscssloader h ,1
NSS-487858,while reviewing elio s patch for bug i found that the ancient build options mozilla security build and mozilla bsafe build not used since the nss release in year may confuse new nss developers like elio and should be removed http mxr mozilla org security search string mozilla security build http mxr mozilla org security search string mozilla bsafe build i believe the makefile variable cryptodir can also be removed http mxr mozilla org security search string cryptodir,0
NSPR-186599,i ask ccarlen to look at the failure of xpcom glue on osx apparently the nspr s pr loadlibrary function doesn t handle relative paths correctly conradcarlen heh all this should take to fix is one call to realpath ,0
THUNDERBIRD-351682,the thunderbird alpha has been out for a while now we should start thinking about bumping the branch version to b for beta when i do this i ll also have to tweak a setting o the build machines cc ing preed and rhelmer to keep them in the loop this will also impact extensions ,0
BUGZILLA-476943,as part of the fix to bug a token is now generated in buglist cgi this is done after the switch to the shadow db meaning that issue token tries to write the token to the shadow database if the shadow is in readonly mode as it should be this will fail with the following error dbd mysql db do failed the mysql server is running with the read only option so it cannot execute this statement for statement insert into tokens userid issuedate token tokentype eventdata values now at bugzilla token pm line bugzilla token create token session buglist mass change called at bugzilla token pm line bugzilla token issue session token buglist mass change called at shared bugzilla docroot buglist cgi line ,0
SUPPORT.MOZILLA.ORG-964520,the only thing that should be searchable from sumo regular search or an external search engine is the url of the user facing part of the article we should not index the history page diffs the discussion forum show translations section and the what links here section for example a search for this archived article https support mozilla org en us kb configuring firefox for fips http mzl la xsp o turns up links to the show translations section and a diff we want that kind of stuff to not show up ,1
INFRASTRUCTURE_&_OPERATIONS_GRAVEYARD-445884,i need write access to mozilla central to land i have cvs access per ,0
SEAMONKEY-281645,in sidebar css of help jar there is no line of url therefore the following error messages come out in javascript console when the debug option is made effective and help is opened javascript console message error expected identifier for pseudo class or pseudo element but found ruleset ignored due to bad selector source file chrome help skin sidebar css line perhaps the following definitions might have been treated as a comment sidebar box if this is correct the same problem might be brought up also in other places mac os x mozilla macintosh u ppc mac os x mach o en us rv b gecko firefox ,0
SEAMONKEY-341031,there are probably more places besides xpcom glue were we using getenv instead getting real process dir imho all such places must be set to use get next image info at higher priority one is http lxr mozilla org seamonkey source xpcom obsolete nsspecialsystemdirectory cpp ,1
TOOLKIT-386482, to conform to expectations due to similar properties and to the foresightful documentation ,0
CORE_GRAVEYARD-213825,user agent mozilla windows u windows nt en us rv a gecko build identifier mozilla windows u windows nt en us rv a gecko logging out of www scottsave com brings up download manager wanting to download balances dll file during redirect to www scottrade com reproducible always steps to reproduce log in to www scottsave com click log out link actual results download manager popped up with the file balances dll is of type application x msdownload and mozilla does not know how to handle this file type this file is located at https www scottsave com scripts what should mozilla do with this file expected results no download manager asking to download file from server this did not occur in version but can be reproduced in version as well ,0
THUNDERBIRD-522020,created attachment patch for vista the current icons for address books and remote address books in the bookmarks window are currently in gnomestripe style on vista as well here is a fix to make use of vista specific icons ,0
CORE-214989,upshot from the recent moz crusade patch coming up ,0
MAILNEWS_CORE-323911,user agent mozilla windows u windows nt de rv gecko firefox build identifier mozilla windows u windows nt de rv gecko firefox since tb the notify sound is even played when a new news rss feed comes in this is not good because that isn t very interesting in addition setting news notify on to false doesn t work the sound is played nevertheless playing notify sound on rss news should be switchable on off reproducible always steps to reproduce subscribe a rss news turn notify sound on wait til a new rss news comes in actual results you hear the sound which should and was in tb x played when a new mail comes in expected results the news notify sound setting should be switchable working ,1
FIREFOX-176041,the concept of putting platform ifdefs in dtd files is very bad for translation it means that there will have to be a new translation for each platform rather than sharing translation between unix windows os we need a better way to do this ,1
WEBTOOLS_GRAVEYARD-359323,the static pages on tinderbox stage which we ve often encouraged people to link to because they re less load on the server and they tend to load faster are quite busted the following four pages should all look the same http tinderbox stage mozilla org seamonkey http tinderbox stage mozilla org showbuilds cgi tree seamonkey http tinderbox mozilla org seamonkey http tinderbox mozilla org showbuilds cgi tree seamonkey however the first one is missing the header at the top has tons of extra columns with seemingly everything ever associated with that tinderbox page sorry i didn t notice this earlier these pages are bookmarked linked to a bit but they re not easily accessible through the ui i think this probably should block the migration to the tinderbox stage server there are also slight differences between which columns are present on the showbuilds cgi versions between tinderbox and tinderbox stage but i d hope that s an issue that would be fixed in a final data sync although i d have thought we d be syncing that with reasonable frequency ,0
FIREFOX_BUILD_SYSTEM-827851,e g https tbpl mozilla org php getparsedlog php id tree mozilla aurora cd testpilot labs mozilla com usr bin zip r xd builds slave m aurora lnx ntly build obj firefox browser app profile extensions dist bin distribution extensions testpilot labs mozilla com xpi x in x mkdir done zip i o error no such file or directory zip error could not create output file builds slave m aurora lnx ntly build obj firefox browser app profile extensions dist bin distribution extensions testpilot labs mozilla com xpi make leaving directory builds slave m aurora lnx ntly build obj firefox browser app profile extensions make builds slave m aurora lnx ntly build obj firefox browser app profile extensions dist bin distribution extensions testpilot labs mozilla com xpi error since bug is the only time we ve touched it in months it seems likely ,0
TOOLKIT_GRAVEYARD-489313,the l n mk that i used successfully on mozilla central for fennec should be good to use for firefox too we might want to land the status quo on the branch before that though if fennec decides to build off of in the short term ,1
THUNDERBIRD-518586,usually get mail toolbar button display n items get all new messages account account n but if i open the window for customize toolbar get all new messages disappair str rx click on toolbar and select custumize on customize toolbar window click done button goto get mail toolbar button get all new messages is ghost when restart tb all is fine i cannot find any dupe mozilla windows u windows nt en us rv pre gecko lightning pre shredder pre id ,0
FIREFOX_BUILD_SYSTEM-430863,created attachment code written for outparams this bug is to add the potentially reusable code from the outparams analysis to the treehydra distribution as libraries here s the code please review ,0
THUNDERBIRD-371431,currently the thunderbird phishing detector performs two static tests on a url to determine if it s a scam does the url contain an ip address is there a mismatch between the domain in the link text and the domain in the actual url we are looking up we should add hidden prefs for fine tuning the local tests when phishing detection is enabled this will make it easier for us to test the effectiveness of using a phishing detection web service when we have a provider as it allows us to turn off both of the local tests eventually if the provider information is good enough we might be able to turn both of these prefs off in a point release ,0
MOZILLA.ORG_GRAVEYARD-474499,bug discusses turning on comments on the mozilla security blog but those comments require an editor to be moderating approving wordpress wants to send those emails to a specific address so it would be nice to create one members johnathan lucas adamski brandon sterne dan veditz melissa shapiro nicole loux i ve warned them that this was coming if any of them want to opt out they can speak up or file follow ups ,0
MOZILLA_LOCALIZATIONS-391942,change all occurences of statuszeilentext to statusleistentext,1
BUGZILLA-311572,user agent mozilla x u linux i en us rv b gecko firefox build identifier mozilla x u linux i en us rv b gecko firefox https bugzilla mozilla org describecomponents cgi requires a login but it s linked to from https bugzilla mozilla org query cgi format advanced as the description for the components since query cgi does not require a login describecomponents cgi shouldn t require a login either reproducible always steps to reproduce log out open the url actual results the login screen appears expected results gone ahead without having to login since i m not sure this is specific to bugzilla mozilla org i m reporting on the bugzilla product as requested ,1
CORE-468568,it appears that in some cases fonts on a page containing a number of downloadable fonts doesn t print correctly the printed page is rendered using fallback fonts instead steps open url wait for the page to finish loading select print click on the preview button result most fonts on the page render some do not,1
SEAMONKEY-95258,hi leaf we would like to have an extension to support rendering of scripts such as thai and indic on unix platforms this will involve building of ctl extension in mozilla extensions ctl by any unix implementation that would like ctl thai support please see bug for more details am attaching the configure makefile diffs to build this extension in a non default manner the patch minimizes eliminates any risk whatsoever of thai ctl rendering code affecting any non unix non intended platforms it is expected to be enabled using configure option with extensions defaultctl in addition the hook that uses this piece of code will be enabled only under enable ctl this means that a nix build that needs to generate thai presentation forms before rendering needs to use configure with extensions defaultctl enable ctl unix builds that do not use the above mentioned flags are not expected to be affected in any way please review the diffs and let me know if you have any issues prabhat ,1
SEAMONKEY-177047,i mainly need to do this so that odd whitespace doesn t cause page info to miss things ,0
BUGZILLA-110276,if you click on show dependency graph for any bug check show the summary of all bugs on the new page and click submit again you get software error select bug status short desc from bugs left join cc selectvisible cc on bugs bug id selectvisible cc bug id and selectvisible cc who where bugs groupset bugs groupset or bugs reporter accessible and bugs reporter or bugs assignee accessible and bugs assigned to or bugs qacontact accessible and bugs qa contact or bugs cclist accessible and selectvisible cc who and not isnull selectvisible cc who and bug id column bug id in where clause is ambiguous at globals pl line ,0
CORE_GRAVEYARD-200917,you can test it at http www gemal dk browserspy password html while mozilla shows a checkbox to remember u p testgtkembed doesnt ,0
CORE_GRAVEYARD-426616,user agent mozilla windows u windows nt de rv b gecko firefox b build identifier mozilla windows u windows nt de rv b gecko firefox b after comparing the test with the reference you ll see a additional line in the test face that should not be there reproducible always steps to reproduce go to acid acidtests org take the test compare it with the reference actual results you will see there is a additional line that should not be there,0
CALENDAR-344602,lightning hard codes itself as en us now and doesn t have its dtd properties in l n ,0
MOZILLA_LOCALIZATIONS-619829,apparently the name drill as short for firedrill is confusing and we re using the term chemspill now so let s rename that ,0
THUNDERBIRD-476695, the pinstripe theme could use some better icons the autosync icon in particular is inappropriate we need qute and gnomestripe themes note that a simple copy of the pinstripe ones with inspiration from the download manager theme is probably enough ,1
CORE-55722,from bugzilla helper user agent mozilla x u linux mdk i en us m gecko buildid highlighting text in the url box then hitting backspace should delete all selected text reproducible always steps to reproduce load any page highlight all text after the www hit the backspace key actual results text stays highlighted expected results text should be removed allowing entry of new address,0
CORE-473273,created attachment testcase this may be related to or even a duplicate of bug the filter does not repaint itself possibly because doapplyrenderingchangetotree in nscssframeconstructor does nothing for svg frames but even if that is fixed the repaint does nothing as the filter invalidation bbox is empty ,0
CORE_GRAVEYARD-151909,if you use x remote commands with two or more mozilla profiles same user open on the same display x remote cannot distinguish between them and performs operations on whichever window was used last this would help to ensure a proper implementation of bug and would also help resolve problems in bug ,1
TECH_EVANGELISM_GRAVEYARD-145516,i see lots of funny script coding in the left frame mozilla build ,1
CORE-317240,when i wrote the patch for bug i was assuming that there is only one relevant principal per xpcwrappednativescope the latter correspond to script global objects unfortunately the asserts i added in that patch fire indicating that this is not the case one obvious offender from looking at stacks is xmlhttprequest what happens there is that xmlhttprequest returns a new document object one that has its own principal based on the uri loaded via xmlhttprequest but there s only one scope around that of the caller since the xmlhttprequest document has no script global of its own hence the jsobject for that document has the caller as parent and that caller s principal may not be the same as the document s principal which triggers an assert now before the patch for bug what would happen is that for the xmlhttprequest document itself and for all nodes in it we d end up with the xmlhttprequest document s principal due to the precreate hook on the nodes but for various other objects return values of childnodes getelementsbytagname style etc we would end up with the calling scope as the principal for the newly created object i think this is only an issue for cases where a document has no scope of its own given that xpconnect uses the object we re working with as initial scope object for wrapping things but i m not sure in any case given the fact that the one scope one principal invariant doesn t hold what do we want to do we could back out bug that means we d still have issues for everything without a precreate hook but that might just be what we have to live with we could try to make this invariant hold which means that all documents would at least have their own xpconnect scope if not their own inner window that might be a pretty tough change though thoughts please feel free to cc others on this bug if i ve forgotten someone who might have an idea on this ,1
CORE-385716,i was trying to use it from js and accidentally passed null firefox inlayoututils getwindowfor class nsidomnode anode x x e builds tinderbox fx trunk winnt depend mozilla layout inspector src inlayoututils cpp firefox inflasher drawelementoutline class nsidomelement aelement x xf e builds tinderbox fx trunk winnt depend mozilla layout inspector src inflasher cpp xpcom core ns invokebyindex p class nsisupports that x a unsigned int methodindex unsigned int paramcount struct nsxptcvariant params x d x ,0
FIREFOX_BUILD_SYSTEM-410651,with one of the latest dehydra commits dehydra now crashes on nsxpcominit ii xpcomgc branch i will attach the ii file here for reproduction it appears to be trying to process the declaration of mmgc gcstack x in jsvisitor visite new this x fffe e x ed at dehydra js cc e ctorstatement traverse this loweredvisitor x in jsvisitor visite new this x fffe e x ed at dehydra js cc x d in expressionvisitor visitexpression this x fffe e x ed at expr visitor cc x adc in jsvisitor visitexpression this x fffe e x ed at dehydra js cc x ec in delegatorastvisitor visitexpression this x fffe obj x ed at cc ast gen cc x d c in loweredastvisitor visitexpression this x fffe expr x ed at elsa cc ast aux cc x a in e new traverse this x ed vis x fffe at cc ast gen cc x b in in expr traverse this x ed vis x fffe at cc ast gen cc x cd in jsvisitor visits decl this x fffe s x ed at dehydra js cc x c c in expressionvisitor visitstatement this x fffe s x ed at expr visitor cc x in jsvisitor visitstatement this x fffe s x ed at dehydra js cc x a in delegatorastvisitor visitstatement this x fffe obj x ed at cc ast gen cc x d in loweredastvisitor visitstatement this x fffe stmt x ed at elsa cc ast aux cc x b dc in s decl traverse this x ed vis x fffe at cc ast gen cc x bc in s compound traverse this x ff vis x fffe at cc ast gen cc x ca in jsvisitor traverse this x fffe s x ff at dehydra js cc x d in cfblock traverse this x f vis x fffe guard x fffe fc statecycleguard x fffe entrycondition x ecfe at dehydra cf block cc x c in cfblock traverse this x fffe vis x fffe guard x fffe statecycleguard x fffe entrycondition x at dehydra cf block cc x e in jsvisitor nextfunction this x fffe f x e ec entry x fffe at dehydra js cc x cbb in jsvisitor visitfunction this x fffe f x e ec at dehydra js cc x a in delegatorastvisitor visitfunction this x fffe obj x e ec at cc ast gen cc x d e in loweredastvisitor visitfunction this x fffe func x e ec at elsa cc ast aux cc x ae in function traverse this x e ec vis x fffe at cc ast gen cc x b f in mr func traverse this x e f vis x fffe at cc ast gen cc x b f in memberlist traverse this x e vis x fffe at cc ast gen cc x b in ts classspec traverse this x e vis x fffe at cc ast gen cc x ddb in loweredastvisitorhelper onetempl this x fffe a var x e f at elsa cc ast aux cc x de f in loweredastvisitorhelper onecontainer this x fffe a container x cf d at elsa cc ast aux cc x df in loweredastvisitorhelper onevariable this x fffe a tinfovar x cf d at elsa cc ast aux cc x dff in loweredastvisitorhelper visittypespecifier this x fffe a spec xac d at elsa cc ast aux cc x e b in loweredastvisitorhelper subvisitts classspec this x fffe a spec xac d at elsa cc ast aux cc x dca in loweredastvisitorhelper visittypespecifier this x fffe a spec xac d at elsa cc ast aux cc x b in ts classspec traverse this xac d vis x fffe a at cc ast gen cc x b e in declaration traverse this xac d vis x fffe a at cc ast gen cc x c d in td decl traverse this xac da vis x fffe a at cc ast gen cc x in loweredastvisitor visittemplatedeclaration this x fffe templdecl xac da at elsa cc ast aux cc x c a in td decl traverse this xac da vis x fffe at cc ast gen cc x b in tf template traverse this xac dc vis x fffe at cc ast gen cc x a a in tf namespacedefn traverse this xac vis x fffe at cc ast gen cc x a b in translationunit traverse this x c vis x fffe at cc ast gen cc x e db in dehydra traverse this x fffe cb cmd x c ed at dehydra cc x c in main argc argv x fffe ec at dehydra main cc e ctorstatement is null i m guessing that it refers to the int and is being confused because it s a primitive type instead of a class but i m not sure of this ,0
BUGZILLA-414269,till bug is implemented knobs should be brought back to their original place i e right below the new comment textarea else when you comment you have to scroll down to commit your changes ,0
FIREFOX-266511,the import wizard that appears when starting firefox for the first time doesn t display what items bookmarks cookies browsing history etc are being imported nd screen of wizard nor does it display the items that were successfully imported rd screen of wizard this seems to have regressed between the and the branch builds ,1
MOZILLA.ORG_GRAVEYARD-379262,we found an issue with the linux version linking to a shared library that is not present in all distributions so we ve submitted a fixed version xpis are located at http www allpeers com download amo allpeers beta fx linux xpi http www allpeers com download amo allpeers beta fx macosx xpi http www allpeers com download amo allpeers beta fx windows xpi extension id allpeers allpeers com amo page https addons mozilla org en us firefox addon ,0
THUNDERBIRD-500747,need hint for short cut key in quick search input field emptytext of ctrl k or the prevailing os s short cut eg command option f on mac this is in followup to bug ,1
SEAMONKEY-82963,from bugzilla helper user agent mozilla windows u windows nt en us rv gecko buildid if a page creates or changes the source of any images through javascript the images aren t fetched instead the alt text is displayed reproducible always steps to reproduce go to a page which changes an image source dynamically wait until the page is finished loading now trigger the event which changes the image eg by pointing to an image with a mouseover event actual results the image is replaced by a blank and the alt text is displayed in it s place expected results mozilla should fetch the new image from the server and display it it should also update the progress bar as it is doing so ,1
BUGZILLA-473646,when a webservice method is expecting a list reference as one of the parameters passed in but the param is a scalar an error occurs when the method tries to access the parameter one example would be retrieving a bug using bug get if you pass a single bug id as a scalar for the ids param when it is expecting a list you get the following error to the client can t use string as an array ref while strict refs in use at var www html bugzilla bugzilla webservice bug pm line all webservice methods should either automatically convert a single value to a list before trying to access as list or throw error to the client stating that it only accepts values in the form of lists these instead of throwing a code error i believe it should automatically convert the values to lists and then just do the right thing what do others think will work out a patch to attach soon dave,0
SEAMONKEY-150077,js makefile in says that src fdlibm needs to be built before src we lose this info by not starting from top level js directory we can fix this by either just mapping js to js or by adding this directory i think we should add src fdlibm that way we won t pull down non js dirs like jsd for js patch coming up,0
ADDONS.MOZILLA.ORG_GRAVEYARD-265487,user agent mozilla windows u windows nt rv gecko firefox build identifier mozilla windows u windows nt rv gecko firefox opine it allows users to comment and discuss any webpage or url on the internet in a orderly centralized location this plugin for internet explorer allows you to right click on a page and select opine it to begin leaving comments for that url webmasters can also utilize the website icon to add an opine it link to their webpages giving their users the ability to comment and discuss the site s specific pages reproducible always steps to reproduce http www opine it com downloads opineit xpi http www opine it com opine it version for firefox pr and earlier,0
TOOLKIT-393650,created attachment patch this patch makes the em use xpcomutils and switches to cc ci for kb size win ,0
CALENDAR-171291,on an xp system with mozilla calendar build text for events in the month view cross over the bottom line of the day box for which they are suppose to be in ,1
BUGZILLA.MOZILLA.ORG-386966,testopia s description said managment i fixed it when i changed it and all other products to not automatically confirm bugs ,0
FIREFOX-484221,user agent mozilla windows u windows nt de rv gecko firefox build identifier mozilla windows u windows nt de rv gecko firefox when deleting less than entries from the history sidebar at once nsinavhistoryobserver ondeleteuri fires for every entry but when deleting more than entries from the sidebar at once ondeleteuri doesn t fire at all only onbeginupdatebatch fires reproducible always,1
CORE_GRAVEYARD-368280,user agent mozilla x u linux i en us rv gecko seamonkey build identifier mozilla x u linux i en us rv a pre gecko minefield a pre there can be gaps between an image and its border i believe this is caused by nstointround and nstocoordround rounding x px down and x px up instead of consistently rounding up or down note that nstocoordround is consistent if ns coord is float http lxr mozilla org seamonkey source xpcom ds nsunitconversion h define round const float f inline nscoord nstocoordround float avalue ifdef ns coord is float return float floor avalue round const float else return f avalue nscoord avalue round const float nscoord avalue round const float endif inline print nstointround float avalue return f avalue print avalue round const float print avalue round const float reproducible always steps to reproduce load testcase actual results gaps expected results no gaps ,1
CORE-41435,doing a view source on any pages adds two web shells closing the window only removes one tested on this mornings linux build i ve tested most of the other tools history search etc and this is the only leak i m getting ,1
FIREFOX_GRAVEYARD-339485,they trigger the popdown containing installed engines i don t know when the shortcuts were implemented but it looks like they were fixed to work in bug a week and a half ago there s a part of me that wants to remove the ctrl up down shortcuts from docs since the performed action is significantly less intuitive the user has to rememeber the order of the installed engines and replace them with the shortcuts this bug requests there s also a part of me that wants to request ctrl up down be completely removed but i m less sure this thoughts ,0
SEAMONKEY-151770,now that bug has been fixed mozilla can display xbm images but you can t actually associate them with mozilla in the advanced system pref panel ,1
SEAMONKEY-184467,section of the linked doc need to update for win mac and unix land changed on the trunk after the release of mozilla a,0
CORE-471285,created attachment patchv small changes to runtime errors have been introduced into the spec see http www whatwg org specs web workers current work runtime patch attached ,0
