Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-4-12,Butantã,-23.5844,-46.7252,67452,54,39,11,13,36,43,26,13,NORMAL
2019-7-29,Pinheiros,-23.5664,-46.703,76210,36,46,26,8,43,23,7,14,NORMAL
2018-7-24,Butantã,-23.5844,-46.7252,66526,13,47,26,22,9,37,3,40,REABASTECER
2018-9-7,Pinheiros,-23.5664,-46.703,78197,86,56,45,7,43,6,8,20,REABASTECER
2018-11-6,Pinheiros,-23.5664,-46.703,78873,16,11,36,36,35,18,8,43,NORMAL
2019-2-11,Pinheiros,-23.5664,-46.703,79942,24,35,22,18,43,25,32,28,NORMAL
2018-8-2,Butantã,-23.5844,-46.7252,66829,37,14,31,27,18,11,19,1,NORMAL
2019-9-25,Pinheiros,-23.5664,-46.703,77718,41,21,32,33,30,40,8,9,NORMAL
2018-1-10,Butantã,-23.5844,-46.7252,64046,75,7,65,19,4,26,5,8,REABASTECER
2018-1-20,Fradique Coutinho,-23.5661,-46.6841,35080,76,8,55,26,6,10,3,11,REABASTECER
2018-9-9,Butantã,-23.5844,-46.7252,64609,45,14,61,7,43,15,43,36,NORMAL
2018-10-19,Fradique Coutinho,-23.5661,-46.6841,34785,51,56,43,40,20,3,9,6,REABASTECER
2018-6-13,Fradique Coutinho,-23.5661,-46.6841,36105,40,65,38,28,28,24,14,27,NORMAL
2019-6-14,Fradique Coutinho,-23.5661,-46.6841,35976,36,53,65,8,3,7,8,17,REABASTECER
2019-7-14,Butantã,-23.5844,-46.7252,65074,34,57,27,36,11,25,37,25,NORMAL
2019-8-24,Butantã,-23.5844,-46.7252,67405,79,24,5,42,18,7,4,31,NORMAL
2018-2-20,Fradique Coutinho,-23.5661,-46.6841,33573,44,20,51,11,14,34,15,29,NORMAL
2019-7-5,Fradique Coutinho,-23.5661,-46.6841,34021,86,56,65,38,8,30,7,30,NORMAL
2018-8-19,Fradique Coutinho,-23.5661,-46.6841,35352,26,8,65,43,13,20,37,18,REABASTECER
2018-2-12,Luz,-23.5365,-46.6332,126800,17,65,40,17,37,43,43,43,NORMAL
2018-5-6,Luz,-23.5365,-46.6332,127849,31,22,51,15,21,37,2,16,REABASTECER
2019-2-29,Fradique Coutinho,-23.5661,-46.6841,34143,39,50,33,21,36,25,5,37,REABASTECER
2019-3-19,Fradique Coutinho,-23.5661,-46.6841,36730,86,65,32,4,4,20,43,6,REABASTECER
2019-6-13,Luz,-23.5365,-46.6332,124618,50,30,22,43,25,27,8,35,NORMAL
2019-6-23,Luz,-23.5365,-46.6332,126691,39,44,20,15,23,37,7,39,NORMAL
2019-7-9,Luz,-23.5365,-46.6332,127416,53,9,47,10,43,34,28,9,REABASTECER
2018-9-21,Luz,-23.5365,-46.6332,127754,4,45,37,20,20,43,8,7,NORMAL
2018-11-10,Luz,-23.5365,-46.6332,124281,49,28,39,36,33,28,22,25,NORMAL
2018-8-30,Luz,-23.5365,-46.6332,126181,53,65,59,30,23,28,7,10,NORMAL
2019-12-26,Luz,-23.5365,-46.6332,124020,86,21,65,12,43,11,24,43,NORMAL
2019-9-28,Luz,-23.5365,-46.6332,125504,62,55,10,34,21,43,31,14,NORMAL
2019-3-10,Ana Rosa,-23.5813,-46.6383,64662,4,48,1,11,12,14,16,20,REABASTECER
2018-5-9,São Joaquim,-23.5618,-46.6389,36467,54,49,37,17,10,43,11,11,NORMAL
2019-7-7,Ana Rosa,-23.5813,-46.6383,66690,12,42,21,37,25,7,9,12,NORMAL
2019-12-10,Ana Rosa,-23.5813,-46.6383,65381,33,65,27,37,14,7,37,43,NORMAL
2019-2-8,Ana Rosa,-23.5813,-46.6383,66654,55,50,6,17,15,12,13,15,REABASTECER
2019-7-22,São Joaquim,-23.5618,-46.6389,33262,77,65,50,17,10,25,34,9,NORMAL
2019-12-22,São Joaquim,-23.5618,-46.6389,34618,20,28,13,14,13,37,13,17,NORMAL
2019-5-4,São Joaquim,-23.5618,-46.6389,35032,50,8,12,6,15,12,15,10,REABASTECER
2018-4-21,São Judas,-23.6255,-46.6411,15147,68,9,41,43,31,7,43,3,REABASTECER
2018-1-7,São Joaquim,-23.5618,-46.6389,34968,19,30,19,22,8,23,16,18,NORMAL
2018-1-13,São Joaquim,-23.5618,-46.6389,33278,53,56,41,9,27,4,34,40,REABASTECER
2019-8-29,São Joaquim,-23.5618,-46.6389,35392,70,38,45,23,37,43,17,26,NORMAL
2018-10-25,São Judas,-23.6255,-46.6411,16288,77,37,10,19,43,32,26,36,NORMAL
2018-2-21,São Judas,-23.6255,-46.6411,17478,31,39,59,43,12,22,4,31,NORMAL
2018-12-16,São Joaquim,-23.5618,-46.6389,33059,19,6,11,38,22,34,8,26,NORMAL
2018-7-12,São Judas,-23.6255,-46.6411,15184,66,28,65,7,8,25,10,20,NORMAL
2019-7-9,São Judas,-23.6255,-46.6411,14611,35,65,48,39,40,12,36,35,NORMAL
2018-4-15,Vila Mariana,-23.5895,-46.6346,25033,37,4,65,32,31,10,38,12,REABASTECER
2019-8-2,São Judas,-23.6255,-46.6411,14608,71,61,46,6,41,28,28,30,NORMAL
2018-6-9,São Judas,-23.6255,-46.6411,15338,32,24,30,26,11,42,40,24,NORMAL
2019-12-18,São Judas,-23.6255,-46.6411,17200,31,33,13,26,43,14,38,37,NORMAL
2018-8-16,São Judas,-23.6255,-46.6411,15535,52,10,26,32,43,9,43,22,NORMAL
2018-4-28,Vila Mariana,-23.5895,-46.6346,24099,77,65,28,28,33,16,28,43,NORMAL
2018-11-13,São Judas,-23.6255,-46.6411,14619,86,65,11,7,10,29,43,4,NORMAL
2018-6-30,Vila Mariana,-23.5895,-46.6346,21854,16,56,14,13,32,29,35,30,NORMAL
2018-9-13,Vila Mariana,-23.5895,-46.6346,24356,78,23,37,5,40,13,43,14,REABASTECER
2018-10-2,Vila Mariana,-23.5895,-46.6346,24404,42,40,46,26,5,41,43,25,REABASTECER
2019-5-10,São Judas,-23.6255,-46.6411,15987,31,16,49,7,34,31,43,30,NORMAL
2018-1-13,Brooklin,-23.6263,-46.6878,26574,62,50,29,36,39,34,40,43,NORMAL
2019-2-6,Vila Mariana,-23.5895,-46.6346,21490,69,5,50,35,28,29,19,43,REABASTECER
2019-10-5,Vila Mariana,-23.5895,-46.6346,24821,67,55,27,12,35,43,39,23,NORMAL
2018-5-11,Vila Mariana,-23.5895,-46.6346,22161,45,47,10,30,18,18,19,30,NORMAL
2019-11-12,Vila Mariana,-23.5895,-46.6346,23693,30,28,41,18,10,4,10,1,NORMAL
2019-11-24,Vila Mariana,-23.5895,-46.6346,24289,86,33,29,17,5,24,7,4,REABASTECER
2018-9-27,Vila Mariana,-23.5895,-46.6346,22114,12,8,14,43,28,15,22,43,NORMAL
2019-6-1,Brooklin,-23.6263,-46.6878,26529,50,28,44,39,11,33,30,43,NORMAL
2019-9-16,Brooklin,-23.6263,-46.6878,26657,46,17,14,27,6,35,38,31,REABASTECER
2018-11-1,Brooklin,-23.6263,-46.6878,28380,43,26,15,38,13,43,36,40,NORMAL
2019-11-19,Brooklin,-23.6263,-46.6878,27186,39,65,38,29,12,27,7,5,NORMAL
2019-8-23,Vila Mariana,-23.5895,-46.6346,21532,45,34,47,5,11,15,43,16,NORMAL
2019-6-18,Brooklin,-23.6263,-46.6878,29339,55,48,52,22,22,30,14,12,NORMAL
2018-10-13,Campo Belo,-23.6188,-46.6823,24400,76,42,20,1,19,37,21,40,REABASTECER
2018-10-19,Campo Belo,-23.6188,-46.6823,24327,13,65,40,27,35,26,38,15,NORMAL
2018-5-9,Brooklin,-23.6263,-46.6878,28359,76,65,56,24,13,5,8,8,NORMAL
2018-12-11,Campo Belo,-23.6188,-46.6823,25402,44,23,55,36,13,31,29,24,NORMAL
2019-11-14,São Joaquim,-23.5618,-46.6389,35086,42,23,22,40,22,33,43,6,NORMAL
2019-2-17,São Judas,-23.6255,-46.6411,17099,58,8,29,28,6,36,43,9,NORMAL
2018-5-28,São Judas,-23.6255,-46.6411,16070,61,33,47,15,15,21,34,29,NORMAL
2019-8-1,São Judas,-23.6255,-46.6411,14112,79,65,50,11,43,32,32,36,NORMAL
2018-9-18,São Judas,-23.6255,-46.6411,16250,5,9,65,22,12,21,43,14,REABASTECER
2019-5-10,São Joaquim,-23.5618,-46.6389,35342,86,41,42,31,37,33,37,31,NORMAL
2019-5-30,São Joaquim,-23.5618,-46.6389,32718,77,41,46,4,7,16,34,28,NORMAL
2019-1-29,São Judas,-23.6255,-46.6411,16438,57,48,17,10,37,7,26,32,NORMAL
2019-7-17,São Judas,-23.6255,-46.6411,15896,44,14,65,14,8,28,43,43,NORMAL
2018-3-8,São Judas,-23.6255,-46.6411,16856,35,8,20,32,29,4,19,14,NORMAL
2018-9-27,Vila Mariana,-23.5895,-46.6346,22114,12,8,14,43,28,15,22,43,NORMAL
2019-12-28,São Judas,-23.6255,-46.6411,14772,11,43,65,39,43,33,3,35,REABASTECER
2019-8-22,Vila Mariana,-23.5895,-46.6346,23068,52,39,52,11,17,18,5,18,NORMAL
2019-7-25,São Judas,-23.6255,-46.6411,14621,50,25,25,37,22,9,14,9,NORMAL
2019-10-14,São Judas,-23.6255,-46.6411,14262,49,16,43,42,39,13,37,41,NORMAL
2019-8-4,Vila Mariana,-23.5895,-46.6346,21596,66,19,33,21,43,28,43,43,NORMAL
2019-10-24,Vila Mariana,-23.5895,-46.6346,23016,41,65,27,34,40,28,11,32,NORMAL
2018-5-13,Vila Mariana,-23.5895,-46.6346,22455,24,33,65,25,11,8,9,18,NORMAL
2018-9-8,Vila Mariana,-23.5895,-46.6346,22247,35,52,6,23,17,28,20,31,REABASTECER
2019-4-5,Brooklin,-23.6263,-46.6878,27185,77,49,14,25,33,37,6,14,NORMAL
2019-5-12,Brooklin,-23.6263,-46.6878,27843,64,56,46,36,16,40,24,40,NORMAL
2018-9-16,Brooklin,-23.6263,-46.6878,27857,47,60,1,22,20,21,36,14,REABASTECER
2018-9-17,Brooklin,-23.6263,-46.6878,29442,34,50,65,17,18,17,32,12,NORMAL
2019-10-4,Brooklin,-23.6263,-46.6878,28816,40,26,23,16,24,27,10,43,NORMAL
2018-11-13,Brooklin,-23.6263,-46.6878,28306,8,15,59,12,5,15,28,23,REABASTECER
2019-6-25,Vila Mariana,-23.5895,-46.6346,23496,86,7,50,24,21,41,16,25,NORMAL
2019-1-1,Brooklin,-23.6263,-46.6878,29489,60,63,57,43,32,11,3,9,NORMAL
2019-7-6,Vila Mariana,-23.5895,-46.6346,23936,71,65,45,39,19,14,20,34,NORMAL
2018-2-21,Campo Belo,-23.6188,-46.6823,24106,16,51,15,16,28,31,6,22,NORMAL
2018-3-26,Campo Belo,-23.6188,-46.6823,24661,23,16,18,7,16,18,30,10,NORMAL
2019-12-30,Brooklin,-23.6263,-46.6878,26252,62,26,65,29,14,29,43,18,NORMAL
2018-7-29,Brooklin,-23.6263,-46.6878,28797,63,28,23,26,43,24,22,34,NORMAL
2019-12-7,Campo Belo,-23.6188,-46.6823,24842,86,39,7,10,18,15,40,7,REABASTECER
2019-12-12,Brás,-23.5451,-46.6162,71804,75,50,32,11,5,10,33,36,NORMAL
2018-6-16,Brás,-23.5451,-46.6162,72708,34,65,50,27,8,9,1,12,NORMAL
2018-5-22,Barra Funda,-23.5542,-46.6707,147942,67,2,65,38,37,13,30,24,REABASTECER
2019-9-12,Brás,-23.5451,-46.6162,73855,21,24,26,11,4,12,7,25,NORMAL
2018-12-30,Brás,-23.5451,-46.6162,72726,28,65,6,16,12,25,43,4,NORMAL
2018-9-13,Barra Funda,-23.5542,-46.6707,150018,17,44,11,7,37,12,23,14,NORMAL
2019-12-2,Brás,-23.5451,-46.6162,73169,86,39,15,35,41,37,33,37,NORMAL
2019-4-20,Brás,-23.5451,-46.6162,70758,39,55,27,36,34,33,18,26,NORMAL
2018-12-14,Barra Funda,-23.5542,-46.6707,147702,8,54,9,37,29,9,30,29,REABASTECER
2018-3-22,Barra Funda,-23.5542,-46.6707,148565,61,53,28,21,7,27,4,13,REABASTECER
2018-2-5,Barra Funda,-23.5542,-46.6707,150129,6,58,40,39,28,6,34,36,REABASTECER
2019-10-17,Barra Funda,-23.5542,-46.6707,147483,28,41,13,16,40,29,21,38,NORMAL
2019-1-8,Barra Funda,-23.5542,-46.6707,148963,34,37,35,7,17,28,20,24,NORMAL
2018-4-28,Barra Funda,-23.5542,-46.6707,149958,43,35,43,35,43,43,34,41,NORMAL
2018-8-4,Barra Funda,-23.5542,-46.6707,147240,54,45,11,36,31,8,43,43,NORMAL
2019-6-27,Barra Funda,-23.5542,-46.6707,148596,59,51,27,24,20,36,25,7,NORMAL
2019-6-30,Barra Funda,-23.5542,-46.6707,149822,29,30,3,13,4,23,15,38,NORMAL
2019-8-18,Barra Funda,-23.5542,-46.6707,147071,6,65,7,6,16,28,32,30,REABASTECER
2018-7-20,Tatuapé,-23.5402,-46.5765,70731,44,8,20,38,39,6,43,14,NORMAL
2018-8-7,Tatuapé,-23.5402,-46.5765,69376,53,30,33,28,13,34,26,25,NORMAL
2018-2-1,Tatuapé,-23.5402,-46.5765,70472,45,65,48,16,38,8,40,8,NORMAL
2019-2-9,Tatuapé,-23.5402,-46.5765,68476,15,53,19,15,2,41,22,14,NORMAL
2019-4-4,Tatuapé,-23.5402,-46.5765,68724,69,12,51,13,32,9,33,24,NORMAL
2018-11-13,Tatuapé,-23.5402,-46.5765,67322,86,65,16,26,7,31,15,43,NORMAL
2018-1-16,Tatuapé,-23.5402,-46.5765,68640,23,30,32,7,21,4,21,27,REABASTECER
2018-1-22,Tatuapé,-23.5402,-46.5765,67697,47,53,50,37,38,30,36,43,NORMAL
2018-8-1,Tatuapé,-23.5402,-46.5765,70745,26,61,13,43,34,16,8,11,NORMAL
2019-8-20,Tatuapé,-23.5402,-46.5765,68345,31,29,65,38,39,15,36,31,NORMAL
2019-11-13,Tatuapé,-23.5402,-46.5765,67384,27,15,40,23,8,6,40,6,REABASTECER
2019-12-17,Tatuapé,-23.5402,-46.5765,67985,35,49,57,36,2,31,27,41,REABASTECER
2018-2-8,República,-23.5436,-46.6434,108351,2,4,19,17,22,19,29,22,NORMAL
2018-4-17,República,-23.5436,-46.6434,109002,16,48,3,21,43,15,9,11,NORMAL
2018-7-24,República,-23.5436,-46.6434,110614,71,40,65,22,43,20,18,10,NORMAL
2019-9-18,Tatuapé,-23.5402,-46.5765,69443,45,38,18,4,11,28,43,5,NORMAL
2019-9-28,Tatuapé,-23.5402,-46.5765,69089,40,32,6,13,15,43,43,6,NORMAL
2019-10-25,Tatuapé,-23.5402,-46.5765,69567,26,61,30,42,28,15,31,33,NORMAL
2019-5-11,República,-23.5436,-46.6434,108949,51,56,38,23,6,9,34,17,REABASTECER
2018-4-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91161,7,14,28,43,19,35,43,7,NORMAL
2018-9-12,Butantã,-23.5844,-46.7252,65523,12,60,42,38,31,8,32,21,NORMAL
2018-2-28,Fradique Coutinho,-23.5661,-46.6841,36762,43,32,57,21,24,12,30,6,REABASTECER
2019-7-8,Butantã,-23.5844,-46.7252,66798,1,31,3,11,31,7,21,5,NORMAL
2018-9-21,Butantã,-23.5844,-46.7252,67522,8,13,48,9,39,20,33,30,REABASTECER
2018-1-14,Fradique Coutinho,-23.5661,-46.6841,33672,54,49,41,8,32,38,30,39,NORMAL
2019-2-21,Fradique Coutinho,-23.5661,-46.6841,35001,22,43,30,8,24,4,36,21,REABASTECER
2018-5-25,Fradique Coutinho,-23.5661,-46.6841,34781,63,54,34,31,13,25,5,14,REABASTECER
2019-4-19,Fradique Coutinho,-23.5661,-46.6841,33334,61,26,40,12,18,24,11,15,NORMAL
2019-8-14,Butantã,-23.5844,-46.7252,67017,86,22,6,26,16,41,2,26,REABASTECER
2019-1-29,Fradique Coutinho,-23.5661,-46.6841,36839,86,36,59,40,34,34,43,21,NORMAL
2018-1-12,Fradique Coutinho,-23.5661,-46.6841,36563,73,58,52,15,41,43,37,4,NORMAL
2019-5-8,Fradique Coutinho,-23.5661,-46.6841,35899,42,56,51,5,21,4,24,32,NORMAL
2018-6-7,Fradique Coutinho,-23.5661,-46.6841,34943,19,38,13,43,7,35,37,8,NORMAL
2019-9-13,Fradique Coutinho,-23.5661,-46.6841,35930,40,15,2,20,3,41,43,43,REABASTECER
2019-10-28,Fradique Coutinho,-23.5661,-46.6841,33376,16,33,18,8,4,28,8,43,NORMAL
2018-2-19,Luz,-23.5365,-46.6332,126380,42,24,52,30,5,19,21,21,REABASTECER
2018-4-23,Luz,-23.5365,-46.6332,127781,74,32,11,43,38,29,15,26,NORMAL
2019-6-15,Luz,-23.5365,-46.6332,125424,33,21,5,37,13,25,43,30,REABASTECER
2019-6-30,Luz,-23.5365,-46.6332,124180,58,65,39,38,37,12,24,5,NORMAL
2019-7-13,Fradique Coutinho,-23.5661,-46.6841,35243,13,65,9,26,23,14,20,40,NORMAL
2019-7-27,Fradique Coutinho,-23.5661,-46.6841,36296,45,45,48,15,8,5,9,35,NORMAL
2018-11-20,Luz,-23.5365,-46.6332,124125,31,34,28,43,41,43,26,21,NORMAL
2019-12-1,Luz,-23.5365,-46.6332,126619,61,20,53,5,16,10,33,10,NORMAL
2019-4-16,Luz,-23.5365,-46.6332,126778,86,40,65,1,29,38,24,13,REABASTECER
2018-4-4,Ana Rosa,-23.5813,-46.6383,63940,50,65,21,23,32,40,5,24,NORMAL
2018-4-29,Ana Rosa,-23.5813,-46.6383,65512,65,48,51,37,9,8,43,11,NORMAL
2019-8-26,Luz,-23.5365,-46.6332,126080,40,19,43,24,27,3,3,28,REABASTECER
2019-8-12,Luz,-23.5365,-46.6332,127175,78,21,23,28,41,7,17,40,NORMAL
2019-12-16,Ana Rosa,-23.5813,-46.6383,66751,66,19,50,23,30,35,8,21,NORMAL
2018-10-5,São Joaquim,-23.5618,-46.6389,33040,48,50,44,23,21,6,2,5,NORMAL
2019-11-26,Ana Rosa,-23.5813,-46.6383,65410,86,12,60,39,25,4,5,17,NORMAL
2019-12-5,Ana Rosa,-23.5813,-46.6383,66826,86,27,65,12,33,20,15,22,NORMAL
2019-1-28,São Joaquim,-23.5618,-46.6389,34716,42,3,65,26,25,36,12,39,REABASTECER
2019-2-12,São Joaquim,-23.5618,-46.6389,35212,86,38,19,30,2,36,14,27,REABASTECER
2018-12-9,Ana Rosa,-23.5813,-46.6383,64105,34,14,10,27,43,11,28,35,NORMAL
2018-5-17,São Joaquim,-23.5618,-46.6389,32614,49,65,47,43,12,14,22,32,NORMAL
2018-5-21,São Joaquim,-23.5618,-46.6389,35634,5,42,16,29,38,43,8,19,NORMAL
2019-5-12,São Joaquim,-23.5618,-46.6389,34580,68,22,27,27,27,25,30,27,NORMAL
2019-5-15,Ana Rosa,-23.5813,-46.6383,67686,77,57,65,30,20,29,5,4,NORMAL
2019-5-28,Ana Rosa,-23.5813,-46.6383,64962,38,56,39,30,13,38,36,31,NORMAL
2019-9-17,São Joaquim,-23.5618,-46.6389,35217,75,48,51,12,35,37,24,43,NORMAL
2019-9-6,Ana Rosa,-23.5813,-46.6383,64559,56,52,65,30,3,37,37,15,NORMAL
2019-4-10,São Joaquim,-23.5618,-46.6389,36405,19,11,58,30,17,38,20,9,NORMAL
2018-4-10,São Judas,-23.6255,-46.6411,14445,86,14,55,35,28,32,3,11,REABASTECER
2018-5-28,São Judas,-23.6255,-46.6411,16070,61,33,47,15,15,21,34,29,NORMAL
2018-6-9,São Judas,-23.6255,-46.6411,15338,32,24,30,26,11,42,40,24,NORMAL
2018-3-18,Butantã,-23.5844,-46.7252,67527,13,60,57,36,6,27,28,33,REABASTECER
2018-4-15,Butantã,-23.5844,-46.7252,66893,20,19,58,7,23,36,13,43,NORMAL
2018-7-6,Butantã,-23.5844,-46.7252,65351,12,37,5,42,37,43,24,20,REABASTECER
2018-8-11,Pinheiros,-23.5664,-46.703,77990,76,40,22,13,22,43,22,40,NORMAL
2018-1-7,Butantã,-23.5844,-46.7252,65807,18,22,15,32,17,36,17,20,NORMAL
2019-3-2,Butantã,-23.5844,-46.7252,64239,86,23,44,34,29,5,20,36,NORMAL
2019-6-6,Butantã,-23.5844,-46.7252,66007,57,27,31,10,43,6,16,43,REABASTECER
2019-1-20,Butantã,-23.5844,-46.7252,66198,53,20,51,27,35,43,34,36,NORMAL
2019-1-28,Butantã,-23.5844,-46.7252,64386,60,40,58,11,43,18,9,5,REABASTECER
2018-3-13,Fradique Coutinho,-23.5661,-46.6841,36590,78,55,11,14,9,10,4,22,NORMAL
2018-3-18,Butantã,-23.5844,-46.7252,67527,13,60,57,36,6,27,28,33,REABASTECER
2018-4-15,Fradique Coutinho,-23.5661,-46.6841,36943,5,63,65,6,9,24,12,13,NORMAL
2018-4-23,Fradique Coutinho,-23.5661,-46.6841,33474,15,8,5,23,18,8,24,21,NORMAL
2019-9-13,Butantã,-23.5844,-46.7252,64031,53,56,65,39,16,26,18,37,NORMAL
2018-9-18,Butantã,-23.5844,-46.7252,65717,38,26,65,22,8,33,3,39,REABASTECER
2018-10-19,Butantã,-23.5844,-46.7252,67158,77,46,32,2,16,24,10,15,REABASTECER
2018-11-18,Butantã,-23.5844,-46.7252,65756,53,37,24,41,34,10,22,43,NORMAL
2018-2-3,Fradique Coutinho,-23.5661,-46.6841,35817,34,52,35,31,6,10,33,9,REABASTECER
2018-12-22,Butantã,-23.5844,-46.7252,64891,76,34,55,33,17,35,9,22,NORMAL
2019-6-23,Fradique Coutinho,-23.5661,-46.6841,36075,35,65,9,29,12,18,8,30,NORMAL
2018-10-21,Fradique Coutinho,-23.5661,-46.6841,35589,32,50,29,32,14,41,43,41,NORMAL
2018-11-3,Fradique Coutinho,-23.5661,-46.6841,35253,10,50,14,43,14,10,39,40,REABASTECER
2018-2-1,Luz,-23.5365,-46.6332,124913,35,65,54,8,41,34,1,43,REABASTECER
2019-7-6,Fradique Coutinho,-23.5661,-46.6841,36834,75,47,58,35,2,27,2,26,NORMAL
2018-7-8,Fradique Coutinho,-23.5661,-46.6841,34826,73,37,11,43,13,25,38,6,NORMAL
2018-8-11,Fradique Coutinho,-23.5661,-46.6841,36884,22,52,59,23,43,17,30,9,NORMAL
2018-9-14,Fradique Coutinho,-23.5661,-46.6841,34481,55,58,21,15,43,39,16,7,NORMAL
2018-12-30,Luz,-23.5365,-46.6332,126533,64,28,65,43,8,37,43,20,NORMAL
2018-11-24,Fradique Coutinho,-23.5661,-46.6841,36845,65,43,41,8,12,38,43,36,NORMAL
2018-3-15,Luz,-23.5365,-46.6332,125074,41,65,7,40,24,11,43,43,NORMAL
2019-3-11,Fradique Coutinho,-23.5661,-46.6841,36008,86,52,27,28,33,36,37,35,NORMAL
2019-1-29,Luz,-23.5365,-46.6332,126666,48,56,65,7,33,25,24,22,NORMAL
2018-1-23,Ana Rosa,-23.5813,-46.6383,65987,43,65,40,22,43,22,31,43,NORMAL
2018-2-24,Luz,-23.5365,-46.6332,126832,86,65,13,18,26,9,43,43,NORMAL
2018-5-4,Ana Rosa,-23.5813,-46.6383,66601,15,22,16,22,28,34,23,34,NORMAL
2018-7-19,Ana Rosa,-23.5813,-46.6383,66327,56,35,5,21,27,18,14,35,NORMAL
2018-10-7,Ana Rosa,-23.5813,-46.6383,67384,13,15,57,18,9,32,5,19,NORMAL
2018-12-12,Ana Rosa,-23.5813,-46.6383,65597,86,56,56,13,28,37,17,26,NORMAL
2019-2-18,Ana Rosa,-23.5813,-46.6383,64526,45,57,8,31,19,38,21,10,NORMAL
2018-10-2,Ana Rosa,-23.5813,-46.6383,66635,56,44,32,37,33,7,24,38,NORMAL
2018-11-29,Ana Rosa,-23.5813,-46.6383,66949,39,62,15,14,6,37,23,31,NORMAL
2018-12-9,Ana Rosa,-23.5813,-46.6383,64105,34,14,10,27,43,11,28,35,NORMAL
2019-1-7,Ana Rosa,-23.5813,-46.6383,66542,12,42,27,24,3,32,8,43,NORMAL
2019-2-15,Ana Rosa,-23.5813,-46.6383,65463,75,7,24,41,27,43,30,25,REABASTECER
2019-3-30,Ana Rosa,-23.5813,-46.6383,64058,73,57,61,38,17,15,12,21,NORMAL
2018-8-4,São Joaquim,-23.5618,-46.6389,35922,73,24,65,43,20,17,27,21,NORMAL
2018-9-3,São Joaquim,-23.5618,-46.6389,33642,38,43,51,32,29,12,3,43,NORMAL
2019-11-10,Ana Rosa,-23.5813,-46.6383,65461,61,41,49,3,8,12,31,37,NORMAL
2018-2-20,São Joaquim,-23.5618,-46.6389,34908,27,36,29,20,16,11,21,37,NORMAL
2018-5-19,São Joaquim,-23.5618,-46.6389,36156,27,54,30,35,5,10,15,23,NORMAL
2018-1-8,Brooklin,-23.6263,-46.6878,26716,21,19,4,11,21,16,17,17,REABASTECER
2019-2-10,Vila Mariana,-23.5895,-46.6346,24407,30,49,27,25,7,14,5,25,REABASTECER
2019-10-4,São Judas,-23.6255,-46.6411,15956,63,7,55,29,40,41,36,38,REABASTECER
2019-12-22,São Judas,-23.6255,-46.6411,17093,73,14,49,15,29,5,24,15,REABASTECER
2019-7-30,Vila Mariana,-23.5895,-46.6346,24568,16,40,65,26,14,3,18,15,NORMAL
2018-3-9,Vila Mariana,-23.5895,-46.6346,23065,39,39,48,6,43,43,43,26,NORMAL
2018-12-12,Brooklin,-23.6263,-46.6878,28706,86,45,61,17,19,43,6,38,NORMAL
2018-12-30,Brooklin,-23.6263,-46.6878,27491,73,65,65,43,35,16,7,15,NORMAL
2018-7-24,Vila Mariana,-23.5895,-46.6346,24701,45,54,40,11,17,35,22,22,NORMAL
2019-3-13,Vila Mariana,-23.5895,-46.6346,25060,49,51,59,26,41,32,38,30,NORMAL
2018-9-23,Brooklin,-23.6263,-46.6878,27553,67,8,29,6,43,39,10,33,REABASTECER
2019-11-23,Brooklin,-23.6263,-46.6878,28332,86,35,5,23,38,18,37,30,REABASTECER
2018-12-25,Brooklin,-23.6263,-46.6878,29328,41,23,39,24,12,35,32,35,NORMAL
2019-1-10,Brooklin,-23.6263,-46.6878,28561,54,12,55,14,32,32,12,15,NORMAL
2018-4-17,Campo Belo,-23.6188,-46.6823,24663,86,12,55,25,24,5,33,25,REABASTECER
2019-7-30,Brooklin,-23.6263,-46.6878,28956,62,44,45,28,27,20,16,37,NORMAL
2019-8-25,Brooklin,-23.6263,-46.6878,28695,73,28,10,38,12,10,39,24,NORMAL
2019-6-9,Campo Belo,-23.6188,-46.6823,26207,47,8,61,16,43,6,17,21,NORMAL
2019-7-19,Campo Belo,-23.6188,-46.6823,24568,14,20,50,43,7,16,34,43,NORMAL
2019-3-16,Brooklin,-23.6263,-46.6878,26535,79,12,65,14,24,13,35,10,NORMAL
2019-11-18,Campo Belo,-23.6188,-46.6823,25133,16,38,26,33,12,20,23,41,NORMAL
2019-11-30,Campo Belo,-23.6188,-46.6823,24715,73,14,65,31,6,35,27,33,NORMAL
2018-9-17,Sé,-23.55,-46.6333,191541,10,55,31,18,30,30,43,32,REABASTECER
2018-1-21,Sé,-23.55,-46.6333,194167,52,11,55,16,4,22,12,8,NORMAL
2018-6-3,Sé,-23.55,-46.6333,194413,78,17,13,10,10,43,16,43,NORMAL
2018-11-15,Sé,-23.55,-46.6333,194433,56,10,27,11,23,17,37,25,NORMAL
2019-10-6,Sé,-23.55,-46.6333,195133,49,22,65,43,20,31,33,32,NORMAL
2019-12-26,Sé,-23.55,-46.6333,194057,78,26,43,34,43,36,43,19,NORMAL
2018-1-19,Brás,-23.5451,-46.6162,71307,73,34,65,31,10,24,8,17,NORMAL
2018-12-2,Brás,-23.5451,-46.6162,73715,21,52,7,25,41,9,27,39,NORMAL
